Estado,Ano,Mês,Unnamed: 0,Mortos,Pessoas,Acidente
MS,2012,December,52303326,10,859,348
MS,2012,February,12079282,12,530,250
MS,2012,January,13159719,20,589,256
MS,2012,July,27175544,14,736,283
MS,2012,June,25237989,11,689,287
MS,2012,March,16072241,10,647,272
MS,2012,May,21305866,15,609,273
MS,2012,November,30394378,11,523,229
MS,2012,October,36815894,19,671,285
MS,2012,September,34322973,17,649,305
MS,2013,April,20560711,22,715,306
MS,2013,August,33876905,20,783,320
MS,2013,December,55276979,27,886,369
MS,2013,February,14658757,24,593,269
MS,2013,January,11055696,19,654,301
MS,2013,July,29199976,19,642,301
MS,2013,June,28945301,14,717,327
MS,2013,March,15444935,14,623,276
MS,2013,May,23202120,29,622,289
MS,2013,November,43103149,20,797,320
MS,2013,October,39702103,10,695,319
MS,2013,September,37728957,15,702,329
MS,2014,April,17740536,21,685,276
MS,2014,August,28229182,24,661,285
MS,2014,December,49459351,15,850,372
MS,2014,February,13230152,20,554,270
MS,2014,January,10512675,17,594,279
MS,2014,July,23868682,16,575,271
MS,2014,June,22650256,11,580,277
MS,2014,March,14228530,24,634,261
MS,2014,May,19082259,21,600,262
MS,2014,November,36393832,24,648,302
MS,2014,October,31992980,10,579,280
MS,2014,September,31056136,23,630,293
MS,2015,April,11383662,20,469,226
MS,2015,August,16861100,15,461,223
MS,2015,December,22650238,12,544,235
MS,2015,February,7701696,14,478,209
MS,2015,January,7375130,12,679,290
MS,2015,July,16732990,14,600,238
MS,2015,June,15883069,15,540,247
MS,2015,March,11354957,12,579,281
MS,2015,May,13354283,11,501,238
MS,2015,November,17863853,8,442,205
MS,2015,October,18836602,16,449,224
MS,2015,September,15435052,11,516,202
MS,2016,April,6598354,14,470,205
MS,2016,August,12655664,15,511,238
MS,2016,December,16442028,13,509,213
MS,2016,February,4213324,27,497,197
MS,2016,January,4306950,9,532,208
MS,2016,July,9780785,8,466,200
MS,2016,June,9066097,11,492,212
MS,2016,March,7543962,7,532,244
MS,2016,May,8462332,10,454,201
MS,2016,November,10312207,10,409,160
MS,2016,October,13152776,13,467,201
MS,2016,September,11394453,9,431,187
MS,2017,April,4913722,11,368,150
MS,2017,August,9299227,14,418,182
MS,2017,December,12490686,17,441,184
MS,2017,February,3562149,16,416,159
MS,2017,January,3291286,7,402,169
MS,2017,July,6661080,23,372,145
MS,2017,June,6371279,8,385,150
MS,2017,March,4485613,13,357,159
MS,2017,May,5755624,11,402,160
MS,2017,November,8468607,17,322,136
MS,2017,October,10206342,10,384,180
MS,2017,September,8868551,15,364,159
MS,2018,April,3547634,10,392,139
MS,2018,August,5388136,7,311,131
MS,2018,December,8645726,8,409,157
MS,2018,February,2114599,8,260,116
MS,2018,January,1637769,4,261,126
MS,2018,July,4517640,12,306,125
MS,2018,June,4946349,12,363,149
MS,2018,March,3174163,7,305,142
MS,2018,May,2948812,9,226,101
MS,2018,November,5441116,11,308,111
MS,2018,October,5440801,15,292,123
MS,2018,September,4861463,6,269,109
MS,2019,April,2412218,4,240,94
MS,2019,August,5488429,17,393,141
MS,2019,December,6346193,13,307,120
MS,2019,February,1993131,6,263,104
MS,2019,January,1469466,14,259,102
MS,2019,July,4311503,14,282,125
MS,2019,June,4257907,7,309,128
MS,2019,March,2599770,18,370,126
MS,2019,May,2937765,5,258,106
MS,2019,November,6330066,14,323,130
MS,2019,October,5378172,9,279,122
MS,2019,September,5639053,3,293,137
MS,2020,April,1807146,5,209,101
MS,2020,August,5544230,19,364,151
MS,2020,December,8149658,11,340,136
MS,2020,February,1118921,6,286,132
MS,2020,January,360640,12,287,117
MS,2020,July,3832741,14,281,123
MS,2020,June,3199278,7,257,120
MS,2020,March,1287523,8,204,96
MS,2020,May,2060485,8,210,95
MS,2020,November,9456972,15,418,174
MS,2020,October,8109075,26,419,169
MS,2020,September,5356422,8,317,126
MS,2021,April,1751906,12,251,105
MS,2021,August,351562,1,61,28
MS,2021,December,235333,2,42,23
MS,2021,February,822387,5,212,94
MS,2021,January,471493,7,236,91
MS,2021,July,174037,2,30,15
MS,2021,June,276112,2,58,23
MS,2021,March,1088893,4,174,87
MS,2021,May,1903761,9,203,91
MS,2021,November,234444,0,50,20
MS,2021,October,438307,1,82,36
MS,2021,September,246937,6,60,22
MT,2007,April,10132322,23,436,216
MT,2007,August,13301882,17,426,188
MT,2007,December,25440676,19,616,242
MT,2007,February,7104001,23,384,193
MT,2007,January,6713199,5,441,235
MT,2007,July,15403261,26,485,229
MT,2007,June,13017031,22,482,212
MT,2007,March,7573077,15,439,215
MT,2007,May,11272700,23,497,218
MT,2007,November,22499291,14,481,249
MT,2007,October,19244289,19,480,231
MT,2007,September,16717695,17,462,210
MT,2008,April,12829914,13,562,262
MT,2008,August,17593564,21,493,224
MT,2008,December,33129462,30,724,295
MT,2008,February,9579904,17,577,277
MT,2008,January,8792858,19,544,268
MT,2008,July,19074567,20,563,256
MT,2008,June,17521524,14,542,269
MT,2008,March,11041720,18,605,261
MT,2008,May,14484839,21,526,249
MT,2008,November,25319782,14,588,251
MT,2008,October,25995684,23,627,268
MT,2008,September,18978959,23,460,230
MT,2009,April,15485446,23,694,279
MT,2009,August,28244257,17,652,323
MT,2009,December,38748212,18,722,312
MT,2009,February,12690094,29,657,311
MT,2009,January,7908056,14,470,231
MT,2009,July,24085339,23,658,318
MT,2009,June,17974397,9,553,268
MT,2009,March,16597707,22,714,334
MT,2009,May,19340435,27,620,299
MT,2009,November,32025811,13,630,289
MT,2009,October,34966432,16,716,333
MT,2009,September,25222637,15,597,267
MT,2010,April,19314904,14,604,298
MT,2010,August,29414557,23,607,293
MT,2010,December,50335821,33,760,351
MT,2010,February,14607639,11,658,307
MT,2010,January,11322119,19,694,313
MT,2010,July,33623153,19,823,368
MT,2010,June,21457608,17,556,256
MT,2010,March,16956743,18,689,318
MT,2010,May,22275056,32,677,297
MT,2010,November,43359036,18,669,333
MT,2010,October,36348726,15,632,310
MT,2010,September,32786402,15,620,300
MT,2011,April,27616959,21,683,307
MT,2011,August,40694921,26,685,310
MT,2011,December,18565741,19,745,343
MT,2011,February,25992953,19,702,338
MT,2011,January,22991250,28,726,345
MT,2011,July,41877074,15,727,336
MT,2011,June,33844266,23,642,300
MT,2011,March,29039344,28,689,342
MT,2011,May,29449501,20,629,287
MT,2011,November,14059240,20,618,305
MT,2011,October,44484204,20,770,361
MT,2011,September,42880942,21,625,314
MT,2012,April,24223810,23,779,360
MT,2012,August,27469257,23,557,259
MT,2012,December,64260596,27,966,430
MT,2012,February,17727326,18,781,383
MT,2012,January,14576958,21,824,347
MT,2012,July,35979799,30,847,374
MT,2012,June,28967093,26,662,322
MT,2012,March,18144434,8,655,338
MT,2012,May,25459819,20,741,337
MT,2012,November,52482394,23,828,398
MT,2012,October,49621305,36,819,391
MT,2012,September,40621157,15,692,345
MT,2013,April,22362431,14,721,342
MT,2013,August,39411702,34,828,384
MT,2013,December,57066324,24,811,385
MT,2013,February,16402802,18,670,316
MT,2013,January,18163672,24,939,451
MT,2013,July,35959489,37,838,373
MT,2013,June,31413798,28,757,361
MT,2013,March,24567748,22,913,455
MT,2013,May,29082910,27,781,378
MT,2013,November,50181391,15,844,385
MT,2013,October,46374676,20,738,377
MT,2013,September,39178641,34,782,365
MT,2014,April,22824113,29,735,370
MT,2014,August,35746723,13,731,356
MT,2014,December,54319045,33,955,408
MT,2014,February,15262516,19,752,355
MT,2014,January,13984355,17,783,385
MT,2014,July,38026057,34,848,405
MT,2014,June,26749108,28,688,312
MT,2014,March,22020384,15,890,422
MT,2014,May,27537634,26,767,372
MT,2014,November,41522294,21,739,351
MT,2014,October,46554895,22,809,404
MT,2014,September,36181366,25,694,324
MT,2015,April,16727726,13,652,327
MT,2015,August,18881750,16,559,259
MT,2015,December,30828674,25,765,313
MT,2015,February,11550086,17,663,311
MT,2015,January,8170037,38,866,332
MT,2015,July,20959142,25,664,303
MT,2015,June,21564393,11,658,325
MT,2015,March,14201685,30,750,335
MT,2015,May,20475615,12,712,350
MT,2015,November,28905957,29,684,323
MT,2015,October,27014301,17,706,320
MT,2015,September,19733556,7,552,261
MT,2016,April,8526938,16,483,229
MT,2016,August,15018408,17,554,266
MT,2016,December,23700375,19,720,310
MT,2016,February,6137037,10,538,253
MT,2016,January,6317057,15,734,319
MT,2016,July,13899348,16,699,273
MT,2016,June,10983634,14,501,237
MT,2016,March,8465181,27,624,283
MT,2016,May,11448410,23,564,274
MT,2016,November,17348726,23,508,250
MT,2016,October,17195550,25,559,272
MT,2016,September,17479606,15,634,296
MT,2017,April,8576632,12,584,264
MT,2017,August,15284485,12,619,285
MT,2017,December,19872820,13,673,290
MT,2017,February,8007688,15,661,294
MT,2017,January,6776889,14,699,320
MT,2017,July,14078146,22,666,297
MT,2017,June,12395483,16,652,298
MT,2017,March,7592046,10,556,255
MT,2017,May,12279986,27,640,324
MT,2017,November,20338368,16,661,322
MT,2017,October,18867091,19,624,311
MT,2017,September,14618431,15,549,266
MT,2018,April,5732811,16,449,205
MT,2018,August,8442606,15,450,214
MT,2018,December,12404893,21,557,238
MT,2018,February,4730686,22,511,250
MT,2018,January,3606623,18,546,270
MT,2018,July,8232929,19,551,222
MT,2018,June,6445989,19,436,201
MT,2018,March,5038937,27,538,245
MT,2018,May,4966454,13,387,173
MT,2018,November,9000484,19,423,189
MT,2018,October,8120570,17,382,186
MT,2018,September,10001031,23,528,238
MT,2019,April,3959093,21,385,170
MT,2019,August,7133960,17,420,183
MT,2019,December,8425351,14,367,156
MT,2019,February,2884231,15,364,159
MT,2019,January,2409056,21,424,171
MT,2019,July,6626723,16,458,187
MT,2019,June,5660367,25,504,188
MT,2019,March,3496558,17,397,170
MT,2019,May,4754448,17,414,184
MT,2019,November,8099004,18,496,173
MT,2019,October,8979454,19,492,199
MT,2019,September,8160739,26,449,197
MT,2020,April,2733232,21,326,154
MT,2020,August,7752712,29,467,211
MT,2020,December,13809167,30,560,229
MT,2020,February,1495363,11,399,182
MT,2020,January,611628,14,441,195
MT,2020,July,5326231,21,392,169
MT,2020,June,3745928,11,311,139
MT,2020,March,3029268,18,355,169
MT,2020,May,3380818,18,355,156
MT,2020,November,9896864,18,394,182
MT,2020,October,10648001,22,514,220
MT,2020,September,7998250,19,428,188
MT,2021,April,2375233,10,285,136
MT,2021,August,282403,1,73,25
MT,2021,December,422877,4,77,30
MT,2021,February,1138460,10,274,122
MT,2021,January,726558,16,263,122
MT,2021,July,218598,2,49,20
MT,2021,June,441709,7,89,36
MT,2021,March,2013737,20,359,153
MT,2021,May,3154581,11,337,147
MT,2021,November,364229,0,52,25
MT,2021,October,483785,1,71,40
MT,2021,September,581029,4,93,39
PA,2007,April,9797696,13,470,217
PA,2007,August,17874299,4,612,268
PA,2007,December,28938350,15,638,293
PA,2007,February,8363345,5,495,230
PA,2007,January,8116188,11,567,256
PA,2007,July,19057076,11,617,290
PA,2007,June,16167592,16,604,278
PA,2007,March,10766264,18,574,265
PA,2007,May,14741203,16,594,268
PA,2007,November,24190268,14,581,263
PA,2007,October,20131796,14,565,246
PA,2007,September,19378304,14,551,254
PA,2008,April,12895795,15,507,235
PA,2008,August,20622317,24,576,258
PA,2008,December,32563513,15,640,288
PA,2008,February,12925297,10,618,287
PA,2008,January,9732518,8,578,263
PA,2008,July,19120810,18,636,261
PA,2008,June,18678788,16,628,288
PA,2008,March,13022969,15,645,282
PA,2008,May,18125437,9,623,285
PA,2008,November,29469625,14,647,297
PA,2008,October,24684510,11,602,263
PA,2008,September,25401300,19,660,292
PA,2009,April,14240366,13,548,244
PA,2009,August,22756386,14,585,263
PA,2009,December,43831975,20,840,361
PA,2009,February,13224364,11,618,270
PA,2009,January,8425636,18,530,239
PA,2009,July,24906966,12,758,305
PA,2009,June,19358768,20,595,271
PA,2009,March,13414571,10,611,272
PA,2009,May,18265359,18,692,287
PA,2009,November,34269197,10,725,299
PA,2009,October,37158132,16,779,333
PA,2009,September,25076711,7,578,268
PA,2010,April,21742783,17,751,331
PA,2010,August,40970831,19,970,423
PA,2010,December,58850230,24,991,419
PA,2010,February,18966125,13,746,322
PA,2010,January,13179563,14,808,342
PA,2010,July,36809757,16,916,397
PA,2010,June,26088291,8,725,320
PA,2010,March,19637073,15,753,324
PA,2010,May,27622885,23,931,387
PA,2010,November,45391013,22,778,345
PA,2010,October,42853618,11,789,345
PA,2010,September,37387154,20,738,336
PA,2011,April,35770077,15,869,388
PA,2011,August,52141988,22,844,376
PA,2011,December,23591770,14,957,414
PA,2011,February,26794821,17,794,346
PA,2011,January,25334576,19,786,363
PA,2011,July,56789695,14,996,446
PA,2011,June,42278893,18,821,364
PA,2011,March,33135965,11,879,384
PA,2011,May,42954737,9,894,415
PA,2011,November,16340074,10,798,366
PA,2011,October,41647662,13,784,352
PA,2011,September,51802463,19,791,363
PA,2012,April,23250795,19,801,356
PA,2012,August,27497885,11,644,263
PA,2012,December,45277640,16,723,303
PA,2012,February,17100394,16,810,341
PA,2012,January,16039715,13,796,358
PA,2012,July,37165638,25,891,383
PA,2012,June,29911092,16,799,344
PA,2012,March,20186365,21,771,340
PA,2012,May,23755401,15,688,298
PA,2012,November,33045276,16,592,255
PA,2012,October,41512586,11,758,338
PA,2012,September,29322450,17,606,263
PA,2013,April,20255318,19,625,284
PA,2013,August,32490180,12,706,316
PA,2013,December,39639115,10,617,275
PA,2013,February,15348907,15,632,292
PA,2013,January,11448228,14,651,272
PA,2013,July,32758817,12,813,327
PA,2013,June,28024774,8,699,310
PA,2013,March,18346197,14,661,298
PA,2013,May,24954129,22,700,315
PA,2013,November,39691551,15,759,306
PA,2013,October,36407796,24,672,295
PA,2013,September,35473407,21,756,311
PA,2014,April,19327363,12,666,290
PA,2014,August,27371808,15,604,276
PA,2014,December,36339760,19,661,270
PA,2014,February,12168760,12,555,243
PA,2014,January,11798996,16,560,253
PA,2014,July,26491280,20,685,300
PA,2014,June,20471846,21,556,248
PA,2014,March,17675939,19,648,293
PA,2014,May,20116308,16,645,276
PA,2014,November,32891407,14,611,266
PA,2014,October,30376079,13,614,256
PA,2014,September,27764674,18,563,261
PA,2015,April,10236737,15,481,211
PA,2015,August,12897248,17,373,170
PA,2015,December,17576815,13,419,184
PA,2015,February,7279464,16,524,221
PA,2015,January,6364896,13,519,217
PA,2015,July,12464115,29,463,179
PA,2015,June,13504191,14,557,209
PA,2015,March,8966462,11,497,213
PA,2015,May,11259038,15,470,204
PA,2015,November,15202878,23,413,173
PA,2015,October,13468623,17,353,159
PA,2015,September,12875599,8,431,177
PA,2016,April,6065287,17,372,156
PA,2016,August,8626651,19,392,149
PA,2016,December,10413403,18,324,146
PA,2016,February,4035918,12,350,146
PA,2016,January,3755995,14,349,150
PA,2016,July,8802284,13,399,170
PA,2016,June,5424635,13,298,121
PA,2016,March,4608830,10,360,145
PA,2016,May,5281097,16,344,135
PA,2016,November,8904680,25,339,135
PA,2016,October,9082592,14,371,141
PA,2016,September,8218615,13,341,138
PA,2017,April,3876807,10,288,128
PA,2017,August,5504785,10,229,107
PA,2017,December,8845684,13,316,127
PA,2017,February,2743529,15,305,111
PA,2017,January,2769670,19,347,139
PA,2017,July,5752375,10,306,125
PA,2017,June,5159157,13,314,126
PA,2017,March,3823892,17,345,141
PA,2017,May,4883887,12,322,134
PA,2017,November,7527652,12,292,121
PA,2017,October,7041163,11,291,117
PA,2017,September,7297489,20,330,128
PA,2018,April,2983996,10,265,113
PA,2018,August,3933915,18,249,103
PA,2018,December,4882465,15,213,92
PA,2018,February,1830761,14,245,96
PA,2018,January,1992603,11,338,132
PA,2018,July,4941918,14,355,137
PA,2018,June,3598248,11,275,109
PA,2018,March,2682699,6,265,116
PA,2018,May,2314770,11,211,80
PA,2018,November,4035438,11,206,83
PA,2018,October,4606663,14,255,99
PA,2018,September,4356006,8,241,100
PA,2019,April,1321924,8,132,56
PA,2019,August,2750883,9,168,69
PA,2019,December,3933174,14,202,76
PA,2019,February,852126,13,134,53
PA,2019,January,942720,10,196,71
PA,2019,July,2566681,15,181,68
PA,2019,June,2505802,9,195,77
PA,2019,March,1506639,16,197,72
PA,2019,May,1717680,15,156,67
PA,2019,November,2611089,6,136,55
PA,2019,October,3757681,7,210,77
PA,2019,September,3018893,14,193,76
PA,2020,April,1138133,4,139,63
PA,2020,August,3705153,13,242,96
PA,2020,December,5018483,11,220,81
PA,2020,February,674823,11,227,80
PA,2020,January,212043,10,189,64
PA,2020,July,3327770,15,311,105
PA,2020,June,2115081,5,160,73
PA,2020,March,1395939,17,209,92
PA,2020,May,1200234,6,117,51
PA,2020,November,4166676,9,166,75
PA,2020,October,4161883,12,211,84
PA,2020,September,4205182,10,253,98
PA,2021,April,805005,12,123,48
PA,2021,August,178299,1,41,12
PA,2021,December,94385,1,22,7
PA,2021,February,471259,7,139,45
PA,2021,January,372017,10,140,52
PA,2021,July,100918,1,18,9
PA,2021,June,63337,1,17,7
PA,2021,March,692697,14,135,51
PA,2021,May,1512466,18,175,71
PA,2021,November,114226,3,26,10
PA,2021,October,134450,0,34,10
PA,2021,September,200761,1,32,15
PB,2007,April,9660070,16,497,216
PB,2007,August,14431013,8,421,208
PB,2007,December,27779997,20,602,271
PB,2007,February,7850413,13,482,212
PB,2007,January,6313540,18,480,228
PB,2007,July,14200401,9,439,210
PB,2007,June,16449347,8,609,275
PB,2007,March,8096607,16,413,193
PB,2007,May,9915741,13,413,195
PB,2007,November,22249023,12,544,246
PB,2007,October,19735335,15,491,228
PB,2007,September,16669390,16,462,214
PB,2008,April,12938939,15,571,268
PB,2008,August,21207300,14,540,274
PB,2008,December,34106561,22,669,307
PB,2008,February,9076535,19,484,229
PB,2008,January,8551545,13,662,323
PB,2008,July,21650130,12,618,298
PB,2008,June,18160087,15,636,282
PB,2008,March,12574702,11,654,314
PB,2008,May,15030032,14,558,262
PB,2008,November,24134242,11,518,240
PB,2008,October,25673131,17,602,274
PB,2008,September,21365654,22,515,254
PB,2009,April,16707646,11,618,291
PB,2009,August,26248420,15,632,308
PB,2009,December,43096531,19,728,341
PB,2009,February,10519803,7,540,265
PB,2009,January,8702094,14,637,282
PB,2009,July,22562666,19,601,281
PB,2009,June,20494395,22,618,288
PB,2009,March,13506569,21,634,288
PB,2009,May,21567081,20,687,330
PB,2009,November,32166755,18,640,286
PB,2009,October,28393197,17,580,286
PB,2009,September,27554982,19,677,300
PB,2010,April,20093089,17,604,299
PB,2010,August,32570914,14,642,319
PB,2010,December,51359205,17,748,349
PB,2010,February,13789145,9,538,263
PB,2010,January,11546620,18,711,330
PB,2010,July,28612034,20,590,298
PB,2010,June,28692657,15,709,337
PB,2010,March,21759721,25,715,339
PB,2010,May,24400791,20,666,326
PB,2010,November,47033376,16,741,344
PB,2010,October,38102211,11,665,312
PB,2010,September,38050165,12,719,340
PB,2011,April,33048912,21,762,367
PB,2011,August,42393876,15,642,316
PB,2011,December,19907387,16,671,336
PB,2011,February,23857047,11,667,319
PB,2011,January,23261966,16,801,380
PB,2011,July,35743881,17,609,300
PB,2011,June,41032230,11,744,361
PB,2011,March,26184127,13,653,320
PB,2011,May,33269373,13,662,324
PB,2011,November,16999291,8,697,359
PB,2011,October,38568150,17,676,322
PB,2011,September,38461961,18,618,286
PB,2012,April,21938228,17,671,316
PB,2012,August,32297691,16,662,322
PB,2012,December,49714745,20,747,355
PB,2012,February,16255269,18,650,307
PB,2012,January,16520413,19,739,366
PB,2012,July,34961415,27,763,354
PB,2012,June,36322081,22,792,398
PB,2012,March,19141152,11,689,321
PB,2012,May,26351840,20,706,335
PB,2012,November,48666516,23,779,371
PB,2012,October,42444703,18,702,340
PB,2012,September,36316832,12,642,320
PB,2013,April,26312238,15,835,394
PB,2013,August,38628409,17,790,366
PB,2013,December,56815225,17,830,393
PB,2013,February,17255590,11,726,333
PB,2013,January,14065172,13,710,345
PB,2013,July,30919618,14,682,330
PB,2013,June,29182297,15,728,341
PB,2013,March,21303473,13,741,351
PB,2013,May,26114201,14,710,343
PB,2013,November,47740122,14,733,352
PB,2013,October,42998519,23,710,340
PB,2013,September,40656615,14,778,354
PB,2014,April,20522054,12,698,319
PB,2014,August,28706200,17,619,293
PB,2014,December,38084495,14,616,305
PB,2014,February,11954444,9,591,292
PB,2014,January,12577506,14,674,314
PB,2014,July,28700056,23,696,323
PB,2014,June,25422317,17,656,328
PB,2014,March,16970382,13,685,329
PB,2014,May,20976723,11,637,292
PB,2014,November,35315502,15,634,294
PB,2014,October,29835021,16,610,274
PB,2014,September,30663206,21,620,295
PB,2015,April,11264360,19,503,237
PB,2015,August,15836623,11,457,220
PB,2015,December,21042861,19,494,218
PB,2015,February,7678358,12,531,250
PB,2015,January,7317176,12,523,248
PB,2015,July,13748397,10,422,196
PB,2015,June,17898373,16,563,280
PB,2015,March,10166174,23,557,256
PB,2015,May,15365064,16,572,281
PB,2015,November,16171845,14,424,190
PB,2015,October,14296883,10,405,177
PB,2015,September,15109443,8,423,200
PB,2016,April,5736252,6,324,154
PB,2016,August,10209250,15,491,186
PB,2016,December,14059763,17,392,171
PB,2016,February,3892889,13,317,140
PB,2016,January,4135029,18,392,197
PB,2016,July,8429360,13,370,154
PB,2016,June,6224271,9,295,141
PB,2016,March,5394291,16,368,177
PB,2016,May,6187306,18,343,156
PB,2016,November,9619096,6,348,140
PB,2016,October,9436379,16,317,143
PB,2016,September,9418110,9,378,173
PB,2017,April,5379035,15,377,158
PB,2017,August,6844357,13,317,136
PB,2017,December,11776593,18,388,168
PB,2017,February,3634022,11,350,134
PB,2017,January,3625637,8,401,182
PB,2017,July,6243379,14,311,133
PB,2017,June,7029461,5,390,165
PB,2017,March,5197551,12,380,167
PB,2017,May,5619910,9,339,148
PB,2017,November,9217880,7,370,146
PB,2017,October,10510343,13,430,179
PB,2017,September,7454333,14,290,136
PB,2018,April,3023130,8,268,112
PB,2018,August,5777171,7,310,138
PB,2018,December,7306938,11,322,130
PB,2018,February,3242335,13,354,155
PB,2018,January,2369205,11,361,147
PB,2018,July,4665273,14,288,123
PB,2018,June,4379158,13,272,127
PB,2018,March,3382516,12,300,135
PB,2018,May,3726285,11,274,116
PB,2018,November,6876651,7,339,136
PB,2018,October,6202969,10,315,138
PB,2018,September,5969458,16,344,131
PB,2019,April,2761986,7,275,125
PB,2019,August,4485128,11,271,124
PB,2019,December,7323328,13,348,139
PB,2019,February,1819213,11,216,106
PB,2019,January,1922530,14,320,132
PB,2019,July,4595940,13,308,137
PB,2019,June,4068970,15,317,137
PB,2019,March,2784317,8,312,144
PB,2019,May,3628138,8,294,123
PB,2019,November,6486250,11,353,132
PB,2019,October,6032206,10,297,139
PB,2019,September,5154304,9,308,126
PB,2020,April,1386786,10,166,79
PB,2020,August,4317789,6,254,117
PB,2020,December,8720516,11,333,146
PB,2020,February,1070351,6,304,129
PB,2020,January,338560,7,265,122
PB,2020,July,3773434,11,276,121
PB,2020,June,2775104,6,226,105
PB,2020,March,1533356,4,267,115
PB,2020,May,1937011,6,171,89
PB,2020,November,6868810,9,300,127
PB,2020,October,6637841,16,312,137
PB,2020,September,4879837,11,268,114
PB,2021,April,1463970,4,196,89
PB,2021,August,162437,0,31,12
PB,2021,December,124290,0,30,13
PB,2021,February,715660,9,178,81
PB,2021,January,692574,3,237,104
PB,2021,July,249887,3,45,23
PB,2021,June,209672,2,44,21
PB,2021,March,887198,8,148,69
PB,2021,May,2163974,4,240,104
PB,2021,November,191913,2,43,18
PB,2021,October,343869,2,61,28
PB,2021,September,303692,5,62,25
PE,2007,April,18766511,33,807,386
PE,2007,August,26768183,20,789,370
PE,2007,December,47763085,32,984,471
PE,2007,February,11746735,33,753,348
PE,2007,January,13042548,31,884,410
PE,2007,July,27490066,19,819,414
PE,2007,June,25322650,25,894,426
PE,2007,March,14660506,26,791,362
PE,2007,May,18921500,46,868,374
PE,2007,November,35810562,24,811,391
PE,2007,October,32807582,34,812,395
PE,2007,September,32610806,33,900,418
PE,2008,April,21809171,27,863,403
PE,2008,August,38120018,42,1071,478
PE,2008,December,50722331,22,970,454
PE,2008,February,15714481,24,810,376
PE,2008,January,14306154,36,978,457
PE,2008,July,31046757,22,942,444
PE,2008,June,32345020,29,1124,492
PE,2008,March,21080689,25,1013,474
PE,2008,May,24910514,28,913,428
PE,2008,November,51168587,35,1056,490
PE,2008,October,38649583,43,911,411
PE,2008,September,37376272,43,941,413
PE,2009,April,25393567,30,989,466
PE,2009,August,44133169,41,1158,512
PE,2009,December,78585981,48,1457,623
PE,2009,February,17950837,37,974,436
PE,2009,January,16914277,28,1045,470
PE,2009,July,41601996,37,1146,511
PE,2009,June,36969166,47,1137,515
PE,2009,March,25375019,52,1056,491
PE,2009,May,32685132,36,1122,523
PE,2009,November,56919936,23,1092,506
PE,2009,October,48456291,29,974,462
PE,2009,September,44049490,21,1022,468
PE,2010,April,37379699,26,1313,554
PE,2010,August,63740424,36,1439,638
PE,2010,December,112192684,51,1737,773
PE,2010,February,27063603,23,1115,508
PE,2010,January,25257608,49,1448,612
PE,2010,July,55396252,38,1373,600
PE,2010,June,52604543,39,1377,630
PE,2010,March,32916453,45,1396,586
PE,2010,May,43180583,59,1353,574
PE,2010,November,83384338,36,1434,638
PE,2010,October,78362466,34,1390,631
PE,2010,September,68885462,39,1471,614
PE,2011,April,70353291,25,1771,752
PE,2011,August,89254089,43,1406,659
PE,2011,December,38038395,46,1608,737
PE,2011,February,52441497,46,1512,675
PE,2011,January,42403446,35,1479,658
PE,2011,July,84596091,43,1508,687
PE,2011,June,85993384,34,1635,752
PE,2011,March,56766704,40,1520,681
PE,2011,May,70721096,34,1516,693
PE,2011,November,30570575,42,1442,637
PE,2011,October,76324661,33,1361,625
PE,2011,September,93549969,53,1500,673
PE,2012,April,42605630,43,1343,610
PE,2012,August,46232679,47,1068,462
PE,2012,December,95289873,47,1482,661
PE,2012,February,29518628,25,1396,609
PE,2012,January,26105018,38,1360,616
PE,2012,July,59633854,26,1313,608
PE,2012,June,58319817,41,1440,678
PE,2012,March,38276665,38,1425,625
PE,2012,May,47460390,38,1314,609
PE,2012,November,74856179,32,1264,565
PE,2012,October,71123132,35,1338,588
PE,2012,September,66143825,42,1299,586
PE,2013,April,43870951,43,1478,652
PE,2013,August,71690973,38,1485,682
PE,2013,December,97166723,27,1459,659
PE,2013,February,28285497,20,1232,550
PE,2013,January,28120892,42,1434,631
PE,2013,July,62971995,47,1504,647
PE,2013,June,57774710,21,1485,656
PE,2013,March,35450555,31,1407,611
PE,2013,May,48065033,30,1341,628
PE,2013,November,87614783,32,1407,635
PE,2013,October,82351354,29,1422,630
PE,2013,September,73629488,44,1405,631
PE,2014,April,39150209,24,1367,602
PE,2014,August,61193896,32,1378,600
PE,2014,December,83470390,58,1474,651
PE,2014,February,25398475,39,1218,549
PE,2014,January,22984568,38,1535,641
PE,2014,July,53507826,32,1352,605
PE,2014,June,52718440,32,1382,637
PE,2014,March,35305565,26,1413,625
PE,2014,May,45537796,38,1440,623
PE,2014,November,79317599,34,1379,636
PE,2014,October,72415511,37,1434,651
PE,2014,September,62949541,35,1282,585
PE,2015,April,25200659,37,1124,507
PE,2015,August,24214851,33,769,348
PE,2015,December,36171428,39,909,383
PE,2015,February,13332197,36,986,434
PE,2015,January,13077550,37,1100,492
PE,2015,July,23523097,26,723,339
PE,2015,June,30106128,26,1069,475
PE,2015,March,19495855,30,1032,478
PE,2015,May,31158379,34,1254,560
PE,2015,November,31440950,45,854,357
PE,2015,October,27598185,36,788,351
PE,2015,September,25944508,31,807,354
PE,2016,April,10823750,20,650,297
PE,2016,August,16620399,29,650,291
PE,2016,December,25870888,28,756,346
PE,2016,February,7069393,40,595,251
PE,2016,January,7127856,42,789,347
PE,2016,July,14471454,42,636,280
PE,2016,June,14477565,30,720,313
