Estado,Ano,Mês,Unnamed: 0,Mortos,Pessoas,Acidente
ES,2009,March,28574682,25,1223,581
ES,2009,May,40253417,16,1281,600
ES,2009,November,63406316,10,1139,542
ES,2009,October,60771084,12,1239,589
ES,2009,September,50902661,14,1147,545
ES,2010,April,43393848,25,1429,654
ES,2010,August,70698759,26,1448,702
ES,2010,December,116392912,29,1795,807
ES,2010,February,30974322,30,1268,584
ES,2010,January,27110820,21,1408,623
ES,2010,July,59933865,18,1377,633
ES,2010,June,53198499,29,1385,637
ES,2010,March,37736771,40,1405,638
ES,2010,May,49363665,31,1451,678
ES,2010,November,86527577,14,1357,650
ES,2010,October,72822034,28,1243,590
ES,2010,September,70558608,24,1373,634
ES,2011,April,64947173,30,1491,685
ES,2011,August,92241305,34,1507,675
ES,2011,December,36817425,28,1422,658
ES,2011,February,42154437,25,1166,546
ES,2011,January,47705342,26,1507,708
ES,2011,July,89702097,24,1526,709
ES,2011,June,77341764,27,1432,670
ES,2011,March,60448953,36,1446,702
ES,2011,May,70265076,20,1450,683
ES,2011,November,29702661,21,1313,619
ES,2011,October,81454060,31,1396,678
ES,2011,September,86712430,15,1361,619
ES,2012,April,40462828,28,1301,603
ES,2012,August,72128121,30,1378,671
ES,2012,December,97002881,25,1506,663
ES,2012,February,27869665,21,1364,624
ES,2012,January,27395591,26,1325,613
ES,2012,July,69545198,18,1497,691
ES,2012,June,53626871,21,1296,610
ES,2012,March,38929946,18,1350,646
ES,2012,May,52300987,18,1375,643
ES,2012,November,86141774,21,1375,644
ES,2012,October,77414122,13,1413,645
ES,2012,September,76921642,22,1417,666
ES,2013,April,45223248,31,1452,677
ES,2013,August,71589403,24,1436,665
ES,2013,December,92573472,30,1375,652
ES,2013,February,32579354,29,1359,590
ES,2013,January,26067932,13,1435,681
ES,2013,July,71421610,22,1595,735
ES,2013,June,63147071,24,1482,698
ES,2013,March,39206458,18,1574,705
ES,2013,May,60038992,28,1660,772
ES,2013,November,94528687,35,1527,687
ES,2013,October,82785296,28,1376,644
ES,2013,September,81731879,21,1490,711
ES,2014,April,42416946,25,1532,679
ES,2014,August,66598177,25,1445,671
ES,2014,December,82509409,30,1422,623
ES,2014,February,26943091,20,1404,635
ES,2014,January,24168169,15,1568,695
ES,2014,July,50827361,12,1258,578
ES,2014,June,46653026,21,1275,561
ES,2014,March,39089723,32,1560,715
ES,2014,May,53347002,34,1587,718
ES,2014,November,74356346,22,1379,618
ES,2014,October,77121596,20,1426,669
ES,2014,September,66755073,23,1436,643
ES,2015,April,24904442,26,1135,530
ES,2015,August,21297541,10,669,316
ES,2015,December,33322154,19,873,367
ES,2015,February,13677400,18,998,438
ES,2015,January,10037276,13,1100,478
ES,2015,July,20248756,5,734,320
ES,2015,June,19463919,12,768,333
ES,2015,March,18742719,15,1049,491
ES,2015,May,30617468,19,1183,552
ES,2015,November,26963466,13,688,317
ES,2015,October,24307033,10,729,304
ES,2015,September,22858310,12,704,316
ES,2016,April,9298539,18,534,250
ES,2016,August,16031904,16,588,287
ES,2016,December,19614119,20,640,258
ES,2016,February,6107258,12,478,225
ES,2016,January,6279462,20,684,300
ES,2016,July,14769691,14,616,281
ES,2016,June,12961167,12,615,284
ES,2016,March,9812248,14,731,316
ES,2016,May,11089839,13,609,260
ES,2016,November,19932660,12,652,277
ES,2016,October,17581706,25,589,255
ES,2016,September,14894545,11,496,237
ES,2017,April,8699215,12,597,267
ES,2017,August,12723661,11,586,250
ES,2017,December,19293432,23,614,268
ES,2017,February,5641809,15,459,215
ES,2017,January,5200931,17,610,252
ES,2017,July,11975513,19,596,254
ES,2017,June,10806050,38,611,255
ES,2017,March,7166848,13,604,266
ES,2017,May,9509975,7,523,245
ES,2017,November,15895962,9,518,240
ES,2017,October,15596065,24,610,259
ES,2017,September,12854356,13,544,233
ES,2018,April,5539231,7,456,202
ES,2018,August,9425691,14,571,234
ES,2018,December,13764997,11,586,245
ES,2018,February,4202216,8,454,201
ES,2018,January,4064449,11,502,209
ES,2018,July,9766893,11,576,261
ES,2018,June,7280769,16,551,221
ES,2018,March,5510559,9,490,227
ES,2018,May,6898841,10,491,211
ES,2018,November,10051935,11,482,206
ES,2018,October,9228785,11,470,205
ES,2018,September,9712750,14,521,220
ES,2019,April,5581603,11,541,223
ES,2019,August,9410728,7,586,246
ES,2019,December,14731217,11,634,267
ES,2019,February,4105171,11,540,225
ES,2019,January,3399234,7,503,226
ES,2019,July,9509574,15,607,269
ES,2019,June,8333009,21,565,252
ES,2019,March,4066053,11,494,218
ES,2019,May,6699139,9,550,238
ES,2019,November,10545694,13,541,222
ES,2019,October,10624879,21,508,234
ES,2019,September,9358030,10,512,222
ES,2020,April,2930737,12,354,168
ES,2020,August,8165034,13,462,222
ES,2020,December,15882244,22,571,264
ES,2020,February,1796943,9,520,201
ES,2020,January,501926,5,403,171
ES,2020,July,7072790,15,493,225
ES,2020,June,5136956,6,410,195
ES,2020,March,2457192,10,397,180
ES,2020,May,4331961,14,438,198
ES,2020,November,12939524,15,542,237
ES,2020,October,11408897,12,534,235
ES,2020,September,10083332,9,523,237
ES,2021,April,2736533,10,390,162
ES,2021,August,447306,1,93,35
ES,2021,December,583912,3,106,51
ES,2021,February,1067371,4,286,119
ES,2021,January,984873,7,410,170
ES,2021,July,343868,2,73,32
ES,2021,June,449966,4,96,41
ES,2021,March,1923187,10,350,155
ES,2021,May,4217410,8,438,196
ES,2021,November,426660,3,87,35
ES,2021,October,452284,1,83,41
ES,2021,September,489496,3,93,35
GO,2007,April,21155397,24,921,435
GO,2007,August,36385463,44,1121,522
GO,2007,December,54772618,48,1241,531
GO,2007,February,15325861,23,882,429
GO,2007,January,14645286,23,1034,502
GO,2007,July,30780906,24,1018,467
GO,2007,June,26110312,19,918,433
GO,2007,March,16591491,21,846,436
GO,2007,May,24707378,26,927,458
GO,2007,November,42775524,21,983,455
GO,2007,October,41241610,35,947,483
GO,2007,September,36553063,17,886,457
GO,2008,April,29687723,28,1211,570
GO,2008,August,39680802,32,1024,513
GO,2008,December,76438939,53,1545,679
GO,2008,February,20557455,25,1033,501
GO,2008,January,15332272,28,1045,526
GO,2008,July,35998791,28,1119,505
GO,2008,June,31466423,37,1032,490
GO,2008,March,24515234,33,1111,542
GO,2008,May,30414673,31,1140,517
GO,2008,November,58072218,20,1158,555
GO,2008,October,50660262,33,1060,530
GO,2008,September,46240025,43,1058,527
GO,2009,April,36555843,32,1315,629
GO,2009,August,50401131,28,1304,566
GO,2009,December,92365229,55,1709,729
GO,2009,February,23623680,28,1089,507
GO,2009,January,17279544,31,1128,535
GO,2009,July,46303459,43,1323,580
GO,2009,June,44544880,54,1353,625
GO,2009,March,24544591,22,1073,530
GO,2009,May,37154651,36,1223,574
GO,2009,November,71200169,55,1388,646
GO,2009,October,68439177,35,1457,644
GO,2009,September,57964655,32,1254,612
GO,2010,April,42677620,50,1464,619
GO,2010,August,66282929,42,1500,649
GO,2010,December,126187231,63,2109,842
GO,2010,February,30698566,36,1512,607
GO,2010,January,25083725,40,1460,656
GO,2010,July,63062782,48,1743,692
GO,2010,June,52357476,44,1398,620
GO,2010,March,36020049,38,1536,663
GO,2010,May,46064740,38,1515,625
GO,2010,November,93249171,37,1682,693
GO,2010,October,89481042,45,1630,716
GO,2010,September,69926744,34,1524,629
GO,2011,April,62793296,44,1537,670
GO,2011,August,79995262,33,1397,603
GO,2011,December,39112969,56,1793,764
GO,2011,February,53364135,36,1591,708
GO,2011,January,44433040,63,1522,685
GO,2011,July,87490246,58,1648,710
GO,2011,June,66995123,36,1438,606
GO,2011,March,59048348,42,1540,697
GO,2011,May,68988072,29,1500,656
GO,2011,November,28134142,35,1355,631
GO,2011,October,83232718,46,1568,696
GO,2011,September,90239432,32,1464,633
GO,2012,April,41947482,34,1321,602
GO,2012,August,59164520,46,1268,571
GO,2012,December,102444953,49,1849,700
GO,2012,February,31905786,58,1631,642
GO,2012,January,24809849,30,1502,615
GO,2012,July,66071703,63,1689,687
GO,2012,June,53804073,39,1436,621
GO,2012,March,36428902,38,1345,623
GO,2012,May,52862233,46,1456,664
GO,2012,November,87231664,23,1387,650
GO,2012,October,78779761,52,1444,647
GO,2012,September,74535892,41,1424,669
GO,2013,April,44213902,26,1401,627
GO,2013,August,71280122,33,1481,664
GO,2013,December,114974952,55,1784,767
GO,2013,February,28599976,30,1207,542
GO,2013,January,24067026,43,1507,652
GO,2013,July,65040317,47,1591,667
GO,2013,June,56996704,45,1558,634
GO,2013,March,42227968,52,1635,726
GO,2013,May,50946321,46,1541,675
GO,2013,November,96874913,56,1540,700
GO,2013,October,82589325,29,1495,672
GO,2013,September,74246140,42,1478,659
GO,2014,April,37041958,39,1378,596
GO,2014,August,52516569,45,1149,530
GO,2014,December,91853336,46,1556,686
GO,2014,February,29237784,25,1189,594
GO,2014,January,23402882,22,1358,628
GO,2014,July,51055696,38,1282,567
GO,2014,June,40865464,38,1087,491
GO,2014,March,33461608,30,1234,595
GO,2014,May,44482695,46,1311,614
GO,2014,November,75954034,40,1336,624
GO,2014,October,70460862,41,1333,609
GO,2014,September,63170503,58,1350,591
GO,2015,April,27797793,38,1246,553
GO,2015,August,36376432,28,1137,481
GO,2015,December,49682084,67,1197,518
GO,2015,February,19216509,26,1132,506
GO,2015,January,14309266,32,1164,522
GO,2015,July,32278060,41,1121,471
GO,2015,June,36207812,41,1283,543
GO,2015,March,22343929,48,1223,561
GO,2015,May,30926282,30,1205,533
GO,2015,November,44965201,35,1087,504
GO,2015,October,42318175,35,1085,493
GO,2015,September,34853203,21,966,446
GO,2016,April,14148519,17,859,378
GO,2016,August,22765927,44,919,410
GO,2016,December,33110743,24,948,434
GO,2016,February,12356949,36,958,416
GO,2016,January,9524564,28,1086,459
GO,2016,July,20450229,27,1170,418
GO,2016,June,17958509,22,1039,417
GO,2016,March,13524072,30,915,430
GO,2016,May,15581778,29,811,385
GO,2016,November,29593059,28,914,409
GO,2016,October,25229613,40,905,394
GO,2016,September,25035112,26,923,417
GO,2017,April,11450433,29,794,351
GO,2017,August,18636399,26,785,366
GO,2017,December,27947703,27,937,410
GO,2017,February,9211231,37,879,363
GO,2017,January,6664554,46,859,364
GO,2017,July,17611076,35,882,370
GO,2017,June,14632813,23,873,354
GO,2017,March,10752567,19,883,391
GO,2017,May,13923431,18,838,372
GO,2017,November,22019374,33,740,347
GO,2017,October,18641503,19,670,319
GO,2017,September,20081212,32,821,360
GO,2018,April,6546521,21,545,240
GO,2018,August,11451274,20,669,285
GO,2018,December,17614662,26,812,312
GO,2018,February,6408927,28,725,292
GO,2018,January,4156317,25,727,317
GO,2018,July,11240542,33,761,307
GO,2018,June,9884464,16,676,293
GO,2018,March,6700981,25,660,295
GO,2018,May,7707539,17,659,250
GO,2018,November,13692450,25,614,275
GO,2018,October,14697839,21,698,310
GO,2018,September,12330183,25,665,287
GO,2019,April,6872852,23,614,291
GO,2019,August,11766976,24,706,295
GO,2019,December,15260151,31,734,287
GO,2019,February,3847276,16,529,231
GO,2019,January,4301458,26,655,263
GO,2019,July,10251824,30,702,292
GO,2019,June,8777503,21,681,286
GO,2019,March,5577756,22,694,273
GO,2019,May,7518891,15,703,285
GO,2019,November,14057340,24,659,287
GO,2019,October,12477941,21,684,272
GO,2019,September,12297459,24,679,292
GO,2020,April,3378988,22,421,193
GO,2020,August,9422924,18,579,256
GO,2020,December,18542954,35,765,309
GO,2020,February,2332193,20,827,284
GO,2020,January,922245,15,755,295
GO,2020,July,7543389,23,560,242
GO,2020,June,6236506,30,561,235
GO,2020,March,3663160,19,601,274
GO,2020,May,5300633,17,529,244
GO,2020,November,15339774,28,708,283
GO,2020,October,14296230,16,708,296
GO,2020,September,13432740,28,765,315
GO,2021,April,2769082,9,362,161
GO,2021,August,561810,3,102,45
GO,2021,December,488634,3,84,45
GO,2021,February,1612017,18,449,174
GO,2021,January,1126378,11,464,209
GO,2021,July,674964,9,172,59
GO,2021,June,553005,4,125,56
GO,2021,March,2210231,25,397,173
GO,2021,May,4282369,13,479,207
GO,2021,November,473593,2,116,42
GO,2021,October,340575,0,102,37
GO,2021,September,531805,4,107,45
MA,2007,April,8626425,22,386,186
MA,2007,August,10604549,20,321,156
MA,2007,December,19595446,33,455,191
MA,2007,February,6342574,16,403,181
MA,2007,January,5257334,21,319,163
MA,2007,July,14420600,26,482,218
MA,2007,June,9825457,28,380,168
MA,2007,March,7614770,21,443,195
MA,2007,May,8958916,22,406,171
MA,2007,November,13665016,22,326,151
MA,2007,October,11893989,24,305,145
MA,2007,September,14602919,22,441,187
MA,2008,April,9737722,14,399,189
MA,2008,August,15920522,20,441,203
MA,2008,December,25192531,26,516,219
MA,2008,February,6732930,15,413,177
MA,2008,January,8629089,27,510,256
MA,2008,July,12814816,17,445,168
MA,2008,June,11159905,16,366,165
MA,2008,March,8548286,25,518,214
MA,2008,May,10286710,14,396,174
MA,2008,November,16275318,22,368,162
MA,2008,October,16832768,31,428,181
MA,2008,September,15938250,21,396,184
MA,2009,April,9346929,15,395,168
MA,2009,August,15893849,22,409,185
MA,2009,December,30655772,26,506,235
MA,2009,February,8272747,17,482,194
MA,2009,January,6547129,22,398,185
MA,2009,July,16060097,29,427,192
MA,2009,June,13397636,12,361,171
MA,2009,March,10874509,44,489,193
MA,2009,May,13009536,13,438,197
MA,2009,November,24379826,32,466,213
MA,2009,October,20279359,22,441,198
MA,2009,September,18433904,25,431,188
MA,2010,April,13727675,14,462,210
MA,2010,August,25585167,28,551,245
MA,2010,December,38566774,30,587,262
MA,2010,February,9117910,17,454,188
MA,2010,January,9981408,25,587,215
MA,2010,July,21977370,24,602,231
MA,2010,June,18292966,27,464,214
MA,2010,March,11122712,17,419,196
MA,2010,May,14724027,38,483,200
MA,2010,November,29010385,28,527,220
MA,2010,October,27722662,18,560,220
MA,2010,September,22515233,32,485,203
MA,2011,April,25665664,20,582,267
MA,2011,August,31822807,22,549,226
MA,2011,December,14618016,19,598,272
MA,2011,February,16076019,26,522,224
MA,2011,January,17511286,32,582,258
MA,2011,July,33172463,32,610,259
MA,2011,June,28780484,25,598,256
MA,2011,March,18562514,26,476,215
MA,2011,May,26754856,26,614,257
MA,2011,November,13723020,36,541,251
MA,2011,October,28563660,27,583,266
MA,2011,September,41241088,20,662,291
MA,2012,April,18910385,27,577,265
MA,2012,August,25288921,26,531,235
MA,2012,December,40179317,30,595,273
MA,2012,February,12594381,29,567,253
MA,2012,January,11409974,27,555,249
MA,2012,July,27542350,21,598,266
MA,2012,June,21074769,17,541,245
MA,2012,March,14585664,17,607,262
MA,2012,May,19031122,31,516,246
MA,2012,November,34090663,27,582,264
MA,2012,October,30653408,36,520,242
MA,2012,September,29231547,35,542,254
MA,2013,April,13705690,20,472,213
MA,2013,August,27609479,24,606,272
MA,2013,December,42907434,27,644,291
MA,2013,February,11359729,28,509,225
MA,2013,January,10366105,28,616,272
MA,2013,July,26814507,34,683,267
MA,2013,June,20737726,28,516,239
MA,2013,March,14071003,19,531,237
MA,2013,May,19520029,16,523,250
MA,2013,November,31468507,25,523,237
MA,2013,October,27026620,27,507,219
MA,2013,September,26293166,18,505,234
MA,2014,April,14395448,26,526,223
MA,2014,August,21873400,28,512,222
MA,2014,December,32623260,42,578,245
MA,2014,February,9995778,18,485,204
MA,2014,January,9336409,34,576,251
MA,2014,July,19158136,29,492,216
MA,2014,June,14223745,19,423,176
MA,2014,March,12283422,22,502,211
MA,2014,May,15854318,19,501,213
MA,2014,November,27877798,21,586,235
MA,2014,October,24216843,28,449,204
MA,2014,September,23416673,30,481,219
MA,2015,April,9245021,18,397,182
MA,2015,August,11734935,23,359,154
MA,2015,December,15690232,28,407,162
MA,2015,February,6465860,26,407,170
MA,2015,January,5274788,23,426,194
MA,2015,July,12071727,26,421,172
MA,2015,June,9892199,23,423,157
MA,2015,March,8520638,20,505,199
MA,2015,May,12202796,33,489,208
MA,2015,November,13021271,22,326,144
MA,2015,October,12997005,24,348,156
MA,2015,September,10074298,34,307,133
MA,2016,April,3632662,13,229,104
MA,2016,August,6312441,16,285,118
MA,2016,December,11568028,22,351,146
MA,2016,February,3270729,15,294,127
MA,2016,January,2533503,17,339,144
MA,2016,July,6469028,21,286,122
MA,2016,June,5463648,14,263,118
MA,2016,March,4384364,27,338,135
MA,2016,May,5411395,16,291,125
MA,2016,November,8789207,24,348,128
MA,2016,October,7973250,20,315,127
MA,2016,September,6997186,16,253,118
MA,2017,April,5019488,22,342,142
MA,2017,August,7162819,17,352,136
MA,2017,December,10063390,16,359,146
MA,2017,February,3047738,21,286,114
MA,2017,January,3371922,32,346,153
MA,2017,July,6749289,20,337,144
MA,2017,June,4997704,14,261,114
MA,2017,March,3934892,14,310,139
MA,2017,May,4209558,16,280,114
MA,2017,November,8282016,27,327,135
MA,2017,October,8250961,32,335,137
MA,2017,September,6122876,15,264,109
MA,2018,April,3071552,25,291,112
MA,2018,August,4178190,15,260,103
MA,2018,December,6109725,20,275,106
MA,2018,February,2181508,21,247,99
MA,2018,January,1641253,21,291,124
MA,2018,July,3704426,17,304,105
MA,2018,June,3737305,15,283,101
MA,2018,March,2754755,21,318,117
MA,2018,May,2726976,17,201,91
MA,2018,November,5534153,18,282,108
MA,2018,October,4849703,19,314,103
MA,2018,September,4540668,22,260,103
MA,2019,April,1705408,17,205,68
MA,2019,August,3372548,11,257,95
MA,2019,December,5879932,19,262,108
MA,2019,February,1354497,22,190,85
MA,2019,January,1186480,18,256,91
MA,2019,July,3527816,22,307,100
MA,2019,June,2625743,16,185,83
MA,2019,March,1357864,6,177,75
MA,2019,May,2035413,17,184,75
MA,2019,November,4996377,17,237,101
MA,2019,October,3979294,13,202,91
MA,2019,September,4491606,19,282,103
MA,2020,April,1192873,14,157,68
MA,2020,August,4064762,30,278,110
MA,2020,December,7810153,32,347,130
MA,2020,February,744632,15,249,94
MA,2020,January,261957,14,203,81
MA,2020,July,3001970,19,277,96
MA,2020,June,2315103,12,196,87
MA,2020,March,1066876,12,187,79
MA,2020,May,1491737,13,140,69
MA,2020,November,7173324,39,337,131
MA,2020,October,5446651,22,275,111
MA,2020,September,4095885,22,249,97
MA,2021,April,959371,9,137,58
MA,2021,August,127989,2,17,8
MA,2021,December,111527,1,30,9
MA,2021,February,453234,7,108,52
MA,2021,January,406476,19,177,75
MA,2021,July,277234,14,53,22
MA,2021,June,267925,2,47,22
MA,2021,March,770933,10,139,61
MA,2021,May,1407647,7,186,65
MA,2021,November,209485,4,41,18
MA,2021,October,143739,3,42,17
MA,2021,September,275413,7,53,21
MG,2007,April,77120903,76,3254,1634
MG,2007,August,114508872,98,3174,1612
MG,2007,December,219088553,91,4276,2111
MG,2007,February,50205167,70,3021,1469
MG,2007,January,46314354,82,3813,1794
MG,2007,July,128945607,108,3988,1947
MG,2007,June,91010350,103,3029,1579
MG,2007,March,61850864,65,3152,1649
MG,2007,May,80716445,104,3151,1586
MG,2007,November,163201479,62,3512,1776
MG,2007,October,159368811,104,3686,1855
MG,2007,September,122114226,69,3022,1589
MG,2008,April,86004058,75,3400,1711
MG,2008,August,137520347,100,3427,1700
MG,2008,December,307911246,149,5357,2633
MG,2008,February,62933687,61,3048,1586
MG,2008,January,54054661,90,3952,2012
MG,2008,July,139624981,87,3836,1905
MG,2008,June,112038833,110,3731,1815
MG,2008,March,79219340,76,3488,1818
MG,2008,May,107202801,92,3644,1805
MG,2008,November,200613876,95,3984,1973
MG,2008,October,181636519,107,3651,1896
MG,2008,September,160575292,100,3642,1856
MG,2009,April,117837775,95,3844,1912
MG,2009,August,178434706,84,4113,2053
MG,2009,December,357315338,129,5634,2717
MG,2009,February,70443437,92,3574,1718
MG,2009,January,67144551,93,4121,2093
MG,2009,July,169858827,102,4310,2130
MG,2009,June,142546770,95,4041,1980
MG,2009,March,102127854,100,4225,2156
MG,2009,May,127592955,95,3940,1979
MG,2009,November,226350948,93,4043,1984
MG,2009,October,248708761,132,4630,2346
MG,2009,September,190109087,104,3944,2010
MG,2010,April,139007631,110,4330,2116
MG,2010,August,214922098,108,4106,2073
MG,2010,December,464329254,127,6133,3059
MG,2010,February,106199172,108,4451,2136
MG,2010,January,97497754,105,4780,2256
MG,2010,July,209411491,96,4565,2231
MG,2010,June,177647179,107,4250,2077
MG,2010,March,121513379,104,4294,2189
MG,2010,May,159581424,100,4078,2098
MG,2010,November,301731036,124,4351,2282
MG,2010,October,302434812,116,4904,2496
MG,2010,September,262863458,139,4655,2364
MG,2011,April,216553314,115,4918,2368
MG,2011,August,288325925,92,4244,2145
MG,2011,December,136013597,136,5496,2670
MG,2011,February,165038947,95,4552,2249
MG,2011,January,144281496,120,4613,2305
MG,2011,July,284549566,127,4847,2277
MG,2011,June,238124118,75,4169,2084
MG,2011,March,194449410,106,4282,2225
MG,2011,May,236656899,98,4664,2318
MG,2011,November,96943145,105,4572,2293
MG,2011,October,287423473,135,4502,2320
MG,2011,September,298013513,100,4231,2172
MG,2012,April,139313384,84,3990,2025
MG,2012,August,197905825,110,3970,1955
MG,2012,December,396596332,123,5568,2688
MG,2012,February,102119076,81,4279,2078
MG,2012,January,89279454,97,4555,2241
MG,2012,July,229127926,101,4892,2336
MG,2012,June,186401026,83,4323,2157
MG,2012,March,126428196,115,4371,2198
MG,2012,May,172078075,108,4426,2219
MG,2012,November,287786003,93,4284,2193
MG,2012,October,304125035,99,4865,2421
MG,2012,September,262297967,102,4484,2270
MG,2013,April,141845711,110,4054,1988
MG,2013,August,224976091,108,4338,2122
MG,2013,December,397098009,119,5758,2632
MG,2013,February,96564341,66,3676,1806
MG,2013,January,83836795,109,5000,2394
MG,2013,July,219643886,123,4598,2227
MG,2013,June,186843946,91,4256,2086
MG,2013,March,128712124,103,4718,2292
MG,2013,May,172314644,92,4440,2210
MG,2013,November,319335433,131,5060,2422
MG,2013,October,259902089,113,4331,2128
MG,2013,September,244601232,99,4546,2168
MG,2014,April,118703505,98,4121,1955
MG,2014,August,172319641,108,3880,1797
MG,2014,December,254619490,92,4161,1902
MG,2014,February,77733680,93,3753,1806
MG,2014,January,79409470,100,4734,2194
MG,2014,July,173071608,98,3949,1932
MG,2014,June,136962466,94,3675,1693
MG,2014,March,93370344,112,3757,1801
MG,2014,May,128521962,94,3751,1761
MG,2014,November,212250376,86,3509,1719
MG,2014,October,200144038,112,3650,1747
MG,2014,September,161371264,76,3266,1575
MG,2015,April,65721124,73,2754,1333
MG,2015,August,90774628,74,2547,1227
MG,2015,December,142948395,103,3366,1416
MG,2015,February,44864813,64,2691,1264
MG,2015,January,36157502,82,3066,1394
MG,2015,July,92427181,87,2790,1295
MG,2015,June,73335914,79,2410,1171
MG,2015,March,60558176,75,3040,1424
MG,2015,May,78053590,96,2834,1361
MG,2015,November,116961311,78,2738,1304
MG,2015,October,99686398,61,2462,1169
MG,2015,September,92760060,89,2518,1179
MG,2016,April,50160214,87,2716,1309
MG,2016,August,68649060,79,2587,1201
MG,2016,December,101375579,86,3026,1366
MG,2016,February,29441846,69,2380,1100
MG,2016,January,27481774,60,2802,1324
MG,2016,July,59033610,70,2729,1146
MG,2016,June,47196420,71,2259,1046
MG,2016,March,39129502,57,2626,1252
MG,2016,May,49871682,65,2456,1167
MG,2016,November,84701833,39,2562,1199
MG,2016,October,77964092,72,2583,1172
MG,2016,September,65681955,74,2412,1087
MG,2017,April,34464418,64,2386,1069
MG,2017,August,51193495,70,2174,995
MG,2017,December,86823760,72,2913,1232
MG,2017,February,27784695,76,2485,1082
MG,2017,January,22978007,82,2707,1141
MG,2017,July,47040714,91,2358,997
MG,2017,June,41143953,79,2259,991
MG,2017,March,27400745,59,2145,1000
MG,2017,May,41919541,78,2440,1163
MG,2017,November,65635753,84,2459,1029
MG,2017,October,63520497,67,2360,1043
MG,2017,September,54462215,46,2129,985
MG,2018,April,19899665,68,1862,763
MG,2018,August,28280512,69,1689,715
MG,2018,December,46965882,57,2172,833
MG,2018,February,14950442,48,1765,786
MG,2018,January,13544224,74,2354,940
MG,2018,July,26918591,84,1916,730
MG,2018,June,22678315,44,1609,699
MG,2018,March,18219432,58,1926,850
MG,2018,May,17240889,45,1357,598
MG,2018,November,31957003,48,1641,658
MG,2018,October,34875734,46,1889,771
MG,2018,September,31725843,52,1705,723
MG,2019,April,15939934,40,1654,681
MG,2019,August,27893355,58,1785,732
MG,2019,December,43639533,48,2119,814
MG,2019,February,11780942,57,1635,673
MG,2019,January,10723986,48,1708,706
MG,2019,July,24765326,61,1809,715
MG,2019,June,22884183,41,1721,710
MG,2019,March,14511145,50,1719,721
MG,2019,May,18352472,57,1582,659
MG,2019,November,38514005,76,1903,763
MG,2019,October,37298464,79,1954,802
MG,2019,September,31044264,62,1786,742
MG,2020,April,8767885,45,1087,484
MG,2020,August,27395860,61,1654,741
MG,2020,December,51683048,80,2180,860
MG,2020,February,6074834,55,1645,705
MG,2020,January,2415134,56,2197,794
MG,2020,July,20517756,53,1509,652
MG,2020,June,15994707,61,1355,603
MG,2020,March,7777075,64,1314,578
MG,2020,May,13312727,40,1329,603
MG,2020,November,39089804,57,1707,722
MG,2020,October,40842952,70,1991,841
MG,2020,September,33619507,75,1846,788
MG,2021,April,7879993,32,1011,466
MG,2021,August,1193376,6,232,103
MG,2021,December,1328745,15,264,109
MG,2021,February,4299546,33,957,448
MG,2021,January,3126517,38,1244,536
MG,2021,July,1552289,5,319,136
MG,2021,June,976002,2,238,107
MG,2021,March,6138676,33,1070,481
MG,2021,May,11186260,52,1194,538
MG,2021,November,1310928,11,247,106
MG,2021,October,1138960,6,212,103
MG,2021,September,1258746,7,297,134
MS,2007,April,8193657,6,484,164
MS,2007,August,12015649,4,365,171
MS,2007,December,22740291,14,558,226
MS,2007,February,7544557,29,443,200
MS,2007,January,5389467,13,357,154
MS,2007,July,14440841,15,495,226
MS,2007,June,11463025,12,510,204
MS,2007,March,6863381,4,385,184
MS,2007,May,9311220,16,389,178
MS,2007,November,19147099,10,472,209
MS,2007,October,16883439,15,437,203
MS,2007,September,14407730,17,401,180
MS,2008,April,11844083,14,534,224
MS,2008,August,18228221,20,533,235
MS,2008,December,26915775,25,614,256
MS,2008,February,8875496,7,399,192
MS,2008,January,7010172,11,556,217
MS,2008,July,17748851,17,660,237
MS,2008,June,14412564,14,486,219
MS,2008,March,7262895,6,428,174
MS,2008,May,13936485,19,557,233
MS,2008,November,19494998,17,495,201
MS,2008,October,22207325,16,501,235
MS,2008,September,18356324,8,472,212
MS,2009,April,10393185,12,433,199
MS,2009,August,19581704,6,497,233
MS,2009,December,41842198,18,914,336
MS,2009,February,8150898,11,432,180
MS,2009,January,6470040,18,552,219
MS,2009,July,19596401,28,545,246
MS,2009,June,15388077,19,474,204
MS,2009,March,11294733,10,510,229
MS,2009,May,16237448,12,589,241
MS,2009,November,28376940,16,580,254
MS,2009,October,25280766,16,562,253
MS,2009,September,22843904,11,530,242
MS,2010,April,17913073,15,650,259
MS,2010,August,31918878,23,765,307
MS,2010,December,49586297,20,829,350
MS,2010,February,12814731,11,555,250
MS,2010,January,10428317,19,876,301
MS,2010,July,28523051,23,803,312
MS,2010,June,21303208,17,601,264
MS,2010,March,14867220,8,641,280
MS,2010,May,22905702,13,737,296
MS,2010,November,39941726,17,788,310
MS,2010,October,34901377,17,663,295
MS,2010,September,32026130,14,607,282
MS,2011,April,26480850,16,688,286
MS,2011,August,38812855,16,646,296
MS,2011,December,20543869,27,994,362
MS,2011,February,18617553,14,686,248
MS,2011,January,19126534,22,718,298
MS,2011,July,43505635,15,791,340
MS,2011,June,26987849,19,544,253
MS,2011,March,23701721,16,696,290
MS,2011,May,32477849,29,689,305
MS,2011,November,13997581,20,592,279
MS,2011,October,33783051,16,549,272
MS,2011,September,38872319,18,645,278
MS,2012,April,16894573,22,560,246
MS,2012,August,31352693,17,676,304
