Estado,Ano,Municipio,Unnamed: 0,Mortos,Pessoas,Acidente
AC,2007,ACRELANDIA,513993,1,16,9
AC,2007,ASSIS BRASIL,46449,1,5,1
AC,2007,BRASILEIA,89084,0,3,1
AC,2007,BUJARI,652863,1,18,10
AC,2007,CAPIXABA,1411391,1,61,20
AC,2007,EPITACIOLANDIA,640801,3,31,10
AC,2007,PLACIDO DE CASTRO,378092,0,14,6
AC,2007,PORTO ACRE,470099,1,17,7
AC,2007,RIO BRANCO,14576608,6,513,219
AC,2007,SENA MADUREIRA,675312,2,28,13
AC,2007,SENADOR GUIOMARD,1316231,4,42,18
AC,2007,XAPURI,565056,0,18,10
AC,2008,ACRELANDIA,754462,0,21,10
AC,2008,ASSIS BRASIL,28588,1,4,1
AC,2008,BRASILEIA,474125,0,8,6
AC,2008,BUJARI,1677453,2,68,26
AC,2008,CAPIXABA,1082192,2,24,12
AC,2008,EPITACIOLANDIA,100972,0,6,2
AC,2008,PLACIDO DE CASTRO,439010,1,10,5
AC,2008,PORTO ACRE,110645,0,5,2
AC,2008,RIO BRANCO,16511258,2,574,234
AC,2008,SENA MADUREIRA,1557261,3,53,22
AC,2008,SENADOR GUIOMARD,1404031,1,48,21
AC,2008,XAPURI,748605,1,24,12
AC,2009,ACRELANDIA,777211,1,16,9
AC,2009,ASSIS BRASIL,45974,1,6,1
AC,2009,BRASILEIA,259645,0,5,4
AC,2009,BUJARI,1456402,1,38,16
AC,2009,CAPIXABA,809937,1,32,14
AC,2009,EPITACIOLANDIA,711758,1,21,8
AC,2009,PLACIDO DE CASTRO,635284,0,18,6
AC,2009,PORTO ACRE,269006,0,4,3
AC,2009,RIO BRANCO,19108607,20,681,250
AC,2009,SENA MADUREIRA,1563783,1,57,17
AC,2009,SENADOR GUIOMARD,1841526,3,58,23
AC,2009,XAPURI,1212831,2,37,14
AC,2010,ACRELANDIA,1422180,0,32,15
AC,2010,BRASILEIA,311980,0,11,4
AC,2010,BUJARI,1987834,3,64,26
AC,2010,CAPIXABA,1351194,1,43,19
AC,2010,EPITACIOLANDIA,1112985,0,43,13
AC,2010,PLACIDO DE CASTRO,764036,1,17,10
AC,2010,PORTO ACRE,199551,1,5,3
AC,2010,RIO BRANCO,29889903,5,755,311
AC,2010,SENA MADUREIRA,1946338,2,53,22
AC,2010,SENADOR GUIOMARD,1723587,1,40,19
AC,2010,XAPURI,1975694,0,40,20
AC,2011,ACRELANDIA,1248799,1,28,12
AC,2011,ASSIS BRASIL,154672,0,8,1
AC,2011,BRASILEIA,212636,0,5,2
AC,2011,BUJARI,2319271,2,57,22
AC,2011,CAPIXABA,961958,1,15,8
AC,2011,EPITACIOLANDIA,658476,1,26,9
AC,2011,MANOEL URBANO,512226,0,7,4
AC,2011,PLACIDO DE CASTRO,911358,0,27,10
AC,2011,PORTO ACRE,32780,0,3,1
AC,2011,RIO BRANCO,40460698,8,904,390
AC,2011,SENA MADUREIRA,2099013,6,65,21
AC,2011,SENADOR GUIOMARD,2886444,3,72,27
AC,2011,XAPURI,1327279,1,31,11
AC,2012,ACRELANDIA,1259026,0,22,10
AC,2012,BRASILEIA,113498,0,8,2
AC,2012,BUJARI,2873840,6,126,24
AC,2012,CAPIXABA,808026,3,26,10
AC,2012,EPITACIOLANDIA,519728,0,13,4
AC,2012,MANOEL URBANO,567247,2,32,8
AC,2012,PLACIDO DE CASTRO,1236584,0,24,14
AC,2012,PORTO ACRE,709088,0,21,6
AC,2012,RIO BRANCO,34766746,6,899,372
AC,2012,SENA MADUREIRA,1630808,0,31,15
AC,2012,SENADOR GUIOMARD,3047733,4,88,32
AC,2012,XAPURI,616806,0,12,6
AC,2013,ACRELANDIA,696152,0,12,7
AC,2013,BRASILEIA,226091,0,8,3
AC,2013,BUJARI,2048228,3,48,18
AC,2013,CAPIXABA,2059751,5,57,21
AC,2013,CRUZEIRO DO SUL,54321,0,1,1
AC,2013,EPITACIOLANDIA,674795,0,23,9
AC,2013,PLACIDO DE CASTRO,607362,2,20,9
AC,2013,PORTO ACRE,121224,0,2,1
AC,2013,RIO BRANCO,33533562,11,797,348
AC,2013,SENA MADUREIRA,1045153,1,17,9
AC,2013,SENADOR GUIOMARD,1252974,1,27,14
AC,2013,XAPURI,716746,0,15,8
AC,2014,ACRELANDIA,1147040,3,34,14
AC,2014,BRASILEIA,122285,1,7,1
AC,2014,BUJARI,1991546,2,43,17
AC,2014,CAPIXABA,580637,3,16,8
AC,2014,EPITACIOLANDIA,561484,1,13,5
AC,2014,PLACIDO DE CASTRO,1101211,5,20,9
AC,2014,PORTO ACRE,440350,0,11,6
AC,2014,RIO BRANCO,33628157,9,858,364
AC,2014,SENA MADUREIRA,1773011,3,53,17
AC,2014,SENADOR GUIOMARD,994190,1,30,9
AC,2014,XAPURI,758002,4,18,7
AC,2015,ACRELANDIA,472709,0,18,7
AC,2015,ASSIS BRASIL,56217,0,2,1
AC,2015,BRASILEIA,177607,0,11,2
AC,2015,BUJARI,1555808,2,65,23
AC,2015,CAPIXABA,548027,0,18,8
AC,2015,EPITACIOLANDIA,92743,1,4,2
AC,2015,MANOEL URBANO,81296,1,5,1
AC,2015,PLACIDO DE CASTRO,59832,0,5,2
AC,2015,PORTO ACRE,12269,0,2,1
AC,2015,RIO BRANCO,22998771,10,877,363
AC,2015,SENA MADUREIRA,2007570,3,65,27
AC,2015,SENADOR GUIOMARD,1293756,2,45,18
AC,2015,XAPURI,1011635,1,34,13
AC,2016,ACRELANDIA,224848,0,8,6
AC,2016,BRASILEIA,6708,0,3,1
AC,2016,BUJARI,511366,0,39,13
AC,2016,CAPIXABA,440273,1,35,9
AC,2016,EPITACIOLANDIA,534581,2,28,12
AC,2016,MANOEL URBANO,48322,0,3,1
AC,2016,PORTO ACRE,96531,0,5,2
AC,2016,RIO BRANCO,12611476,17,615,249
AC,2016,SENA MADUREIRA,364508,1,29,9
AC,2016,SENADOR GUIOMARD,447553,2,18,9
AC,2016,XAPURI,975085,0,37,19
AC,2017,ACRELANDIA,155215,1,30,3
AC,2017,BRASILEIA,53112,0,7,2
AC,2017,BUJARI,572526,1,25,12
AC,2017,CAPIXABA,611849,2,52,12
AC,2017,EPITACIOLANDIA,297387,2,34,11
AC,2017,PLACIDO DE CASTRO,116341,0,3,2
AC,2017,PORTO ACRE,60761,1,5,1
AC,2017,RIO BRANCO,10713734,5,521,224
AC,2017,SENA MADUREIRA,188996,1,11,4
AC,2017,SENADOR GUIOMARD,998082,2,48,21
AC,2017,XAPURI,380323,3,57,12
AC,2018,ACRELANDIA,87394,0,10,2
AC,2018,BRASILEIA,226058,1,9,4
AC,2018,BUJARI,292726,2,22,9
AC,2018,CAPIXABA,327646,0,35,8
AC,2018,FEIJO,68952,0,4,1
AC,2018,PLACIDO DE CASTRO,89593,0,5,2
AC,2018,PORTO ACRE,28057,1,6,2
AC,2018,RIO BRANCO,6772315,15,409,173
AC,2018,SENA MADUREIRA,379591,3,65,12
AC,2018,SENADOR GUIOMARD,570271,1,45,13
AC,2018,TARAUACA,39609,0,1,1
AC,2018,XAPURI,310033,3,18,8
AC,2019,ACRELANDIA,57433,0,1,1
AC,2019,ASSIS BRASIL,24926,0,3,1
AC,2019,BRASILEIA,281974,9,22,7
AC,2019,BUJARI,448801,0,36,12
AC,2019,CAPIXABA,383765,0,42,12
AC,2019,EPITACIOLANDIA,237767,0,12,5
AC,2019,FEIJO,53619,0,1,1
AC,2019,PLACIDO DE CASTRO,189175,1,16,6
AC,2019,PORTO ACRE,4973,0,2,1
AC,2019,RIO BRANCO,5820417,9,351,166
AC,2019,SENA MADUREIRA,634010,0,41,16
AC,2019,SENADOR GUIOMARD,766320,4,60,20
AC,2019,XAPURI,283778,1,14,6
AC,2020,ACRELANDIA,204514,2,13,6
AC,2020,BRASILEIA,156461,1,12,5
AC,2020,BUJARI,346448,1,30,11
AC,2020,CAPIXABA,445246,0,34,14
AC,2020,EPITACIOLANDIA,347734,0,30,14
AC,2020,FEIJO,23272,1,6,2
AC,2020,PLACIDO DE CASTRO,57919,0,1,1
AC,2020,PORTO ACRE,125051,0,5,3
AC,2020,RIO BRANCO,6477030,2,421,198
AC,2020,SENA MADUREIRA,321703,2,21,9
AC,2020,SENADOR GUIOMARD,899701,4,72,29
AC,2020,TARAUACA,62248,0,4,1
AC,2020,XAPURI,204068,0,11,7
AC,2021,ACRELANDIA,44391,0,4,3
AC,2021,ASSIS BRASIL,8592,0,2,1
AC,2021,BUJARI,82247,1,12,5
AC,2021,CAPIXABA,42920,2,13,5
AC,2021,EPITACIOLANDIA,14907,1,6,2
AC,2021,RIO BRANCO,744759,2,143,61
AC,2021,SENA MADUREIRA,26894,0,7,3
AC,2021,SENADOR GUIOMARD,137811,1,27,12
AC,2021,XAPURI,14081,0,1,1
AL,2007,AGUA BRANCA,515273,1,15,8
AL,2007,ARAPIRACA,97843,0,1,1
AL,2007,ATALAIA,2844417,12,142,49
AL,2007,BELEM,292761,0,13,4
AL,2007,BOCA DA MATA,27130,0,1,1
AL,2007,BRANQUINHA,937440,1,23,14
AL,2007,CACIMBINHAS,271555,0,8,5
AL,2007,CAMPO ALEGRE,556845,2,36,9
AL,2007,CANAPI,732198,1,22,12
AL,2007,COLONIA LEOPOLDINA,519750,2,14,5
AL,2007,DELMIRO GOUVEIA,872134,0,44,13
AL,2007,DOIS RIACHOS,168142,1,8,4
AL,2007,ESTRELA DE ALAGOAS,230672,0,11,6
AL,2007,FLEXEIRAS,2697397,3,77,37
AL,2007,IBATEGUARA,402784,3,16,6
AL,2007,INHAPI,394828,0,13,7
AL,2007,JEQUIA DA PRAIA,788508,1,21,12
AL,2007,JOAQUIM GOMES,3620190,3,93,56
AL,2007,JUNQUEIRO,1788378,7,69,30
AL,2007,MACEIO,36765858,16,1279,560
AL,2007,MARAVILHA,221610,2,10,4
AL,2007,MARECHAL DEODORO,23059,0,5,2
AL,2007,MARIBONDO,300369,2,22,10
AL,2007,MESSIAS,2285883,1,62,34
AL,2007,MINADOR DO NEGRAO,239008,0,5,2
AL,2007,MURICI,1507698,4,46,23
AL,2007,NOVO LINO,2087168,4,69,35
AL,2007,OURO BRANCO,406323,1,13,7
AL,2007,PALMEIRA DOS INDIOS,2236703,1,70,31
AL,2007,PILAR,10629847,9,297,149
AL,2007,POCO DAS TRINCHEIRAS,28654,0,1,1
AL,2007,PORTO REAL DO COLEGIO,3957871,7,130,62
AL,2007,RIO LARGO,5158062,5,191,79
AL,2007,SANTANA DO IPANEMA,1275807,3,42,18
AL,2007,SAO JOSE DA LAJE,1061319,1,41,19
AL,2007,SAO MIGUEL DOS CAMPOS,6353099,10,239,107
AL,2007,SAO SEBASTIAO,2625428,6,82,37
AL,2007,SATUBA,3671820,1,108,54
AL,2007,TANQUE DARCA,309656,1,11,5
AL,2007,TEOTONIO VILELA,2307715,7,96,39
AL,2007,UNIAO DOS PALMARES,2600861,14,117,47
AL,2008,AGUA BRANCA,410447,1,8,5
AL,2008,ATALAIA,3813997,3,111,50
AL,2008,BELEM,148925,0,3,3
AL,2008,BRANQUINHA,1502936,2,41,19
AL,2008,CACIMBINHAS,788157,0,23,9
AL,2008,CAMPO ALEGRE,344925,2,19,9
AL,2008,CANAPI,1104668,3,30,13
AL,2008,COLONIA LEOPOLDINA,407880,1,11,4
AL,2008,DELMIRO GOUVEIA,1289175,2,84,15
AL,2008,DOIS RIACHOS,622186,1,16,10
AL,2008,ESTRELA DE ALAGOAS,229788,0,12,5
AL,2008,FLEXEIRAS,3436376,5,77,48
AL,2008,IBATEGUARA,136828,1,1,1
AL,2008,IGACI,76200,0,2,1
AL,2008,IGREJA NOVA,190210,0,6,3
AL,2008,INHAPI,521075,3,25,9
AL,2008,JEQUIA DA PRAIA,1639424,2,53,28
AL,2008,JOAQUIM GOMES,3613664,5,83,53
AL,2008,JUNQUEIRO,2010010,2,64,26
AL,2008,MACEIO,47996897,18,1552,670
AL,2008,MARAVILHA,674787,0,18,8
AL,2008,MARECHAL DEODORO,472025,1,14,8
AL,2008,MARIBONDO,636717,2,28,13
AL,2008,MATA GRANDE,132815,0,1,1
AL,2008,MESSIAS,2171009,3,65,35
AL,2008,MINADOR DO NEGRAO,181756,0,5,2
AL,2008,MURICI,2055900,2,72,32
AL,2008,NOVO LINO,2462434,1,62,33
AL,2008,OURO BRANCO,731117,1,15,7
AL,2008,PALMEIRA DOS INDIOS,3249317,0,111,45
AL,2008,PARICONHA,48575,0,5,2
AL,2008,PILAR,10097176,6,291,148
AL,2008,POCO DAS TRINCHEIRAS,237703,2,13,3
AL,2008,PORTO REAL DO COLEGIO,4230416,3,135,62
AL,2008,RIO LARGO,6075089,7,199,87
AL,2008,SANTANA DO IPANEMA,1928188,3,58,25
AL,2008,SAO JOSE DA LAJE,707160,0,35,14
AL,2008,SAO MIGUEL DOS CAMPOS,7010149,12,225,103
AL,2008,SAO SEBASTIAO,3428732,3,93,48
AL,2008,SATUBA,4004891,1,134,57
AL,2008,TANQUE DARCA,452407,1,11,4
AL,2008,TEOTONIO VILELA,1846992,2,98,28
AL,2008,UNIAO DOS PALMARES,2252643,1,74,32
AL,2009,AGUA BRANCA,1027860,5,32,14
AL,2009,ATALAIA,4597116,9,153,58
AL,2009,BELEM,152005,1,7,4
AL,2009,BRANQUINHA,837302,1,37,19
AL,2009,CACIMBINHAS,810244,3,38,11
AL,2009,CAMPO ALEGRE,1425410,1,37,14
AL,2009,CANAPI,855716,0,24,12
AL,2009,COLONIA LEOPOLDINA,14126,0,3,1
AL,2009,DELMIRO GOUVEIA,1118647,2,41,16
AL,2009,DOIS RIACHOS,678714,3,21,8
AL,2009,ESTRELA DE ALAGOAS,721861,1,18,8
AL,2009,FLEXEIRAS,3652134,5,78,48
AL,2009,IBATEGUARA,24280,0,6,2
AL,2009,IGACI,73544,0,2,1
AL,2009,INHAPI,1011687,1,36,12
AL,2009,JEQUIA DA PRAIA,2108756,0,56,26
AL,2009,JOAQUIM GOMES,3974709,7,84,51
AL,2009,JUNQUEIRO,2223250,4,69,29
AL,2009,MACEIO,55840582,15,1633,701
AL,2009,MARAVILHA,435235,0,14,5
AL,2009,MARECHAL DEODORO,883503,1,21,10
AL,2009,MARIBONDO,822776,4,18,9
AL,2009,MESSIAS,2936056,3,82,33
AL,2009,MINADOR DO NEGRAO,156101,0,2,1
AL,2009,MURICI,2057195,1,50,24
AL,2009,NOVO LINO,2502542,3,58,31
AL,2009,OURO BRANCO,862462,1,26,8
AL,2009,PALMEIRA DOS INDIOS,2419628,3,74,31
AL,2009,PARICONHA,150251,0,3,1
AL,2009,PILAR,13209118,5,319,184
AL,2009,POCO DAS TRINCHEIRAS,854232,2,23,8
AL,2009,PORTO REAL DO COLEGIO,4419030,5,135,62
AL,2009,RIO LARGO,5867573,5,164,77
AL,2009,SANTANA DO IPANEMA,1955250,6,66,28
AL,2009,SAO JOSE DA LAJE,1060037,4,31,16
AL,2009,SAO MIGUEL DOS CAMPOS,6475426,3,191,94
AL,2009,SAO SEBASTIAO,4473838,11,128,60
AL,2009,SATUBA,7237507,4,244,92
AL,2009,TANQUE DARCA,775425,0,21,9
AL,2009,TAQUARANA,34760,0,5,1
AL,2009,TEOTONIO VILELA,2097001,2,80,31
AL,2009,UNIAO DOS PALMARES,5438624,4,139,64
AL,2010,AGUA BRANCA,1917924,1,46,18
AL,2010,ATALAIA,7085041,7,163,76
AL,2010,BARRA DE SAO MIGUEL,104874,0,1,1
AL,2010,BELEM,323394,0,6,4
AL,2010,BRANQUINHA,1787103,2,45,19
AL,2010,CACIMBINHAS,1864827,2,34,17
AL,2010,CAMPO ALEGRE,1410558,3,32,12
AL,2010,CANAPI,2228717,1,46,22
AL,2010,COLONIA LEOPOLDINA,520870,1,10,5
AL,2010,DELMIRO GOUVEIA,2309826,4,70,21
AL,2010,DOIS RIACHOS,694944,3,21,7
AL,2010,ESTRELA DE ALAGOAS,1219778,1,32,15
AL,2010,FLEXEIRAS,3499057,1,67,42
AL,2010,IBATEGUARA,494979,2,13,6
AL,2010,INHAPI,920359,0,21,10
AL,2010,JEQUIA DA PRAIA,1695775,2,34,16
AL,2010,JOAQUIM GOMES,4245812,2,84,46
AL,2010,JUNQUEIRO,4312316,1,104,45
AL,2010,MACEIO,89307701,11,2228,928
AL,2010,MARAVILHA,677743,4,27,9
AL,2010,MARECHAL DEODORO,752249,0,18,8
AL,2010,MARIBONDO,2009580,2,60,17
AL,2010,MESSIAS,3471181,4,90,40
AL,2010,MINADOR DO NEGRAO,241356,0,4,3
AL,2010,MURICI,3095808,4,83,37
AL,2010,NOVO LINO,3335837,4,84,39
AL,2010,OURO BRANCO,438968,1,10,7
AL,2010,PALMEIRA DOS INDIOS,3571533,4,90,38
AL,2010,PARICONHA,497615,2,14,6
AL,2010,PILAR,12301314,16,273,125
AL,2010,POCO DAS TRINCHEIRAS,699029,4,40,10
AL,2010,PORTO REAL DO COLEGIO,5450397,2,105,51
AL,2010,RIO LARGO,9746893,8,266,115
AL,2010,SANTANA DO IPANEMA,3008348,5,86,32
AL,2010,SAO JOSE DA LAJE,3601260,7,86,38
AL,2010,SAO MIGUEL DOS CAMPOS,11958464,5,335,137
AL,2010,SAO SEBASTIAO,4552329,15,114,44
AL,2010,SATUBA,8011409,6,260,84
AL,2010,TANQUE DARCA,742850,1,23,9
AL,2010,TAQUARANA,66942,0,2,1
AL,2010,TEOTONIO VILELA,4477881,8,120,46
AL,2010,UNIAO DOS PALMARES,6898987,7,176,71
AL,2011,AGUA BRANCA,1449815,0,22,12
AL,2011,ATALAIA,5984253,6,142,65
AL,2011,BARRA DE SAO MIGUEL,110142,0,1,1
AL,2011,BELEM,1010470,0,21,9
AL,2011,BRANQUINHA,1416800,2,27,15
AL,2011,CACIMBINHAS,2141889,5,40,19
AL,2011,CAMPO ALEGRE,744663,0,41,7
AL,2011,CANAPI,1903518,1,38,20
AL,2011,COLONIA LEOPOLDINA,1220312,4,24,12
AL,2011,DELMIRO GOUVEIA,3037946,5,86,35
AL,2011,DOIS RIACHOS,1255967,2,40,14
AL,2011,ESTRELA DE ALAGOAS,1386578,5,37,16
AL,2011,FLEXEIRAS,5163788,2,90,54
AL,2011,IBATEGUARA,407854,0,6,4
AL,2011,IGACI,252203,0,3,2
AL,2011,INHAPI,1380505,3,43,17
AL,2011,JEQUIA DA PRAIA,1574098,0,51,21
AL,2011,JOAQUIM GOMES,3822032,7,84,48
AL,2011,JUNQUEIRO,3732813,7,80,39
AL,2011,MACEIO,95454064,16,2269,954
AL,2011,MARAVILHA,196610,0,12,4
AL,2011,MARECHAL DEODORO,516140,1,15,7
AL,2011,MARIBONDO,1276393,0,27,14
AL,2011,MESSIAS,3887711,6,93,44
AL,2011,MINADOR DO NEGRAO,172601,0,3,2
AL,2011,MURICI,3334960,4,70,37
AL,2011,NOVO LINO,5717194,4,108,55
AL,2011,OURO BRANCO,1068143,0,22,12
AL,2011,PALMEIRA DOS INDIOS,5941909,4,135,54
AL,2011,PARICONHA,216569,0,10,3
AL,2011,PILAR,13908369,9,379,166
AL,2011,POCO DAS TRINCHEIRAS,569438,0,31,8
AL,2011,PORTO REAL DO COLEGIO,5012499,7,146,58
AL,2011,RIO LARGO,9156571,12,235,104
AL,2011,SANTANA DO IPANEMA,3003950,3,68,27
AL,2011,SAO JOSE DA LAJE,2932027,2,61,32
AL,2011,SAO MIGUEL DOS CAMPOS,9526437,6,278,106
AL,2011,SAO SEBASTIAO,4019443,9,103,44
AL,2011,SATUBA,8906392,3,200,95
AL,2011,TANQUE DARCA,883895,2,23,10
AL,2011,TEOTONIO VILELA,3734086,8,100,44
AL,2011,UNIAO DOS PALMARES,7303927,11,167,74
AL,2012,AGUA BRANCA,2041504,3,43,18
AL,2012,ATALAIA,7215401,8,160,72
AL,2012,BELEM,1097372,4,24,13
AL,2012,BRANQUINHA,1995282,12,55,19
AL,2012,CACIMBINHAS,1301623,3,36,15
AL,2012,CAMPO ALEGRE,855707,2,29,9
AL,2012,CANAPI,1431296,3,24,14
AL,2012,COLONIA LEOPOLDINA,531508,1,12,4
AL,2012,DELMIRO GOUVEIA,1836965,3,54,20
AL,2012,DOIS RIACHOS,978562,3,44,10
AL,2012,ESTRELA DE ALAGOAS,661292,3,17,9
AL,2012,FLEXEIRAS,6828887,9,120,66
AL,2012,IBATEGUARA,697264,2,13,5
AL,2012,IGACI,76883,0,7,2
AL,2012,IGREJA NOVA,149242,0,2,1
AL,2012,INHAPI,1852616,2,41,16
AL,2012,JACUIPE,162692,0,2,1
AL,2012,JEQUIA DA PRAIA,2445481,0,55,25
AL,2012,JOAQUIM GOMES,4345148,2,96,46
AL,2012,JUNQUEIRO,5516640,10,142,61
AL,2012,MACEIO,75905446,20,1980,837
AL,2012,MARAVILHA,524890,1,11,5
AL,2012,MARECHAL DEODORO,608831,0,7,5
AL,2012,MARIBONDO,1716365,1,43,16
AL,2012,MESSIAS,5182502,11,150,48
AL,2012,MINADOR DO NEGRAO,378768,0,4,3
AL,2012,MURICI,2919528,3,85,34
AL,2012,NOVO LINO,3519895,6,78,38
AL,2012,OURO BRANCO,1421682,3,47,15
AL,2012,PALMEIRA DOS INDIOS,4636853,4,120,51
AL,2012,PARICONHA,205499,2,9,3
AL,2012,PILAR,14833157,15,307,157
AL,2012,PINDOBA,43805,0,1,1
AL,2012,POCO DAS TRINCHEIRAS,550569,1,14,6
AL,2012,PORTO REAL DO COLEGIO,6552619,12,164,62
AL,2012,QUEBRANGULO,142252,0,3,1
AL,2012,RIO LARGO,10876614,10,244,100
AL,2012,SANTA LUZIA DO NORTE,43295,0,2,1
AL,2012,SANTANA DO IPANEMA,2976984,3,79,31
AL,2012,SAO JOSE DA LAJE,3168935,1,73,30
AL,2012,SAO MIGUEL DOS CAMPOS,10263512,5,203,101
AL,2012,SAO SEBASTIAO,4325463,4,95,42
AL,2012,SATUBA,8551442,9,200,87
AL,2012,TANQUE DARCA,524017,1,10,7
AL,2012,TEOTONIO VILELA,2774069,6,76,33
AL,2012,UNIAO DOS PALMARES,5010271,3,122,54
AL,2013,AGUA BRANCA,1622111,1,30,16
AL,2013,ATALAIA,10067391,7,220,106
AL,2013,BELEM,229722,0,10,3
AL,2013,BRANQUINHA,2537104,2,61,28
AL,2013,CACIMBINHAS,967079,3,21,11
AL,2013,CAMPO ALEGRE,898472,1,18,9
AL,2013,CANAPI,2311362,1,56,26
AL,2013,COLONIA LEOPOLDINA,461579,2,17,5
AL,2013,DELMIRO GOUVEIA,4229227,4,101,42
AL,2013,DOIS RIACHOS,956453,2,30,11
AL,2013,ESTRELA DE ALAGOAS,1474691,2,31,15
AL,2013,FLEXEIRAS,5390765,7,133,58
AL,2013,IBATEGUARA,420616,0,6,3
AL,2013,IGACI,77902,1,2,1
AL,2013,INHAPI,2466385,6,80,26
AL,2013,JEQUIA DA PRAIA,2340741,1,41,22
AL,2013,JOAQUIM GOMES,3678030,5,95,47
AL,2013,JUNQUEIRO,4617085,7,91,45
AL,2013,MACEIO,79786462,6,2006,852
AL,2013,MARAVILHA,892608,1,29,8
AL,2013,MARECHAL DEODORO,802270,0,17,10
AL,2013,MARIBONDO,2255046,3,61,25
AL,2013,MESSIAS,5514571,6,117,56
AL,2013,MINADOR DO NEGRAO,60749,0,2,2
AL,2013,MURICI,2189450,5,65,30
AL,2013,NOVO LINO,3997386,9,83,37
AL,2013,OURO BRANCO,1028637,1,27,11
AL,2013,PALMEIRA DOS INDIOS,5828086,3,152,60
AL,2013,PARICONHA,340827,0,15,4
AL,2013,PILAR,13569414,6,306,149
AL,2013,POCO DAS TRINCHEIRAS,171359,1,17,6
AL,2013,PORTO REAL DO COLEGIO,6574033,6,160,75
AL,2013,RIO LARGO,12878684,16,329,139
AL,2013,SANTANA DO IPANEMA,3743024,2,121,44
AL,2013,SAO JOSE DA LAJE,2635675,2,44,24
AL,2013,SAO MIGUEL DOS CAMPOS,10774882,5,256,109
AL,2013,SAO SEBASTIAO,6982517,12,155,67
AL,2013,SATUBA,7133869,3,175,79
AL,2013,TANQUE DARCA,1252343,3,23,12
AL,2013,TEOTONIO VILELA,3213517,3,69,36
AL,2013,UNIAO DOS PALMARES,5825428,3,137,67
AL,2014,AGUA BRANCA,1378706,1,41,13
AL,2014,ATALAIA,6491685,6,168,76
AL,2014,BARRA DE SAO MIGUEL,3394,0,2,1
AL,2014,BELEM,857965,0,21,9
AL,2014,BRANQUINHA,998673,0,25,11
AL,2014,CACIMBINHAS,1055386,4,30,13
AL,2014,CAMPO ALEGRE,764100,1,12,8
AL,2014,CANAPI,1471681,0,66,18
AL,2014,COLONIA LEOPOLDINA,113738,1,9,3
AL,2014,DELMIRO GOUVEIA,2622935,5,69,29
AL,2014,DOIS RIACHOS,714818,3,23,9
AL,2014,ESTRELA DE ALAGOAS,885815,2,21,13
AL,2014,FLEXEIRAS,4877489,2,93,55
AL,2014,IBATEGUARA,693206,2,15,6
AL,2014,IGACI,139724,1,6,1
AL,2014,IGREJA NOVA,124369,0,6,2
AL,2014,INHAPI,1003299,4,29,10
AL,2014,JEQUIA DA PRAIA,1629156,2,36,20
AL,2014,JOAQUIM GOMES,3996222,4,89,48
AL,2014,JUNDIA,21880,0,1,1
AL,2014,JUNQUEIRO,4506067,6,116,48
AL,2014,MACEIO,1173112,2,206,88
AL,2014,MARAVILHA,457296,1,9,4
AL,2014,MARECHAL DEODORO,1214166,2,38,14
AL,2014,MARIBONDO,1926337,2,55,22
AL,2014,MATA GRANDE,194610,1,3,2
AL,2014,MESSIAS,6145668,11,139,64
AL,2014,MINADOR DO NEGRAO,405120,0,8,3
AL,2014,MURICI,2903723,4,54,28
AL,2014,NOVO LINO,1985267,1,45,22
AL,2014,OURO BRANCO,562358,1,17,7
AL,2014,PALMEIRA DOS INDIOS,4151057,5,112,45
AL,2014,PARICONHA,434370,2,12,5
AL,2014,PILAR,17479268,13,382,201
AL,2014,POCO DAS TRINCHEIRAS,178137,0,4,2
AL,2014,PORTO REAL DO COLEGIO,6477879,11,141,74
AL,2014,RIO LARGO,10112733,13,242,107
AL,2014,SANTANA DO IPANEMA,2944385,1,72,31
AL,2014,SAO JOSE DA LAJE,1787655,3,42,24
AL,2014,SAO MIGUEL DOS CAMPOS,11020280,7,303,128
AL,2014,SAO SEBASTIAO,5040955,6,130,65
AL,2014,SATUBA,6251921,5,170,79
AL,2014,TANQUE DARCA,1331805,2,38,16
AL,2014,TEOTONIO VILELA,2938722,7,54,30
AL,2014,UNIAO DOS PALMARES,6142696,5,175,74
AL,2015,AGUA BRANCA,342677,1,11,5
AL,2015,ATALAIA,3753685,7,132,57
AL,2015,BELEM,681796,3,21,8
AL,2015,BRANQUINHA,1115920,7,35,16
AL,2015,CACIMBINHAS,606635,3,34,11
AL,2015,CAMPO ALEGRE,762891,2,20,11
AL,2015,CANAPI,506058,0,20,7
AL,2015,COLONIA LEOPOLDINA,221456,0,4,2
AL,2015,DELMIRO GOUVEIA,1541645,1,56,23
AL,2015,DOIS RIACHOS,673779,1,20,8
AL,2015,ESTRELA DE ALAGOAS,290155,0,25,5
AL,2015,FLEXEIRAS,2195331,0,59,36
AL,2015,IBATEGUARA,42319,0,2,1
AL,2015,IGACI,36028,0,5,1
AL,2015,INHAPI,334544,1,9,4
AL,2015,JEQUIA DA PRAIA,1926455,0,44,28
AL,2015,JOAQUIM GOMES,2634540,4,99,41
AL,2015,JUNQUEIRO,1747053,3,83,34
AL,2015,MACEIO,96106,0,10,3
AL,2015,MARAVILHA,341215,1,23,5
AL,2015,MARECHAL DEODORO,237989,0,11,5
AL,2015,MARIBONDO,907483,3,38,14
AL,2015,MATA GRANDE,113231,1,4,1
AL,2015,MESSIAS,3316546,5,112,50
AL,2015,MINADOR DO NEGRAO,355794,2,18,6
