Estado,Ano,Municipio,Unnamed: 0,Mortos,Pessoas,Acidente
MG,2009,JAMPRUCA,878390,1,36,16
MG,2009,JEQUITAI,5883099,11,130,69
MG,2009,JOAO MONLEVADE,28673103,8,724,369
MG,2009,JOAO PINHEIRO,17152505,14,431,218
MG,2009,JOAQUIM FELICIO,6795198,3,154,63
MG,2009,JUATUBA,20658482,16,566,260
MG,2009,JUIZ DE FORA,29102611,16,648,361
MG,2009,LAGOA GRANDE,1859526,2,48,26
MG,2009,LARANJAL,2515065,2,65,32
MG,2009,LAVRAS,22682321,2,362,249
MG,2009,LEOPOLDINA,18366317,11,440,225
MG,2009,LIBERDADE,480367,1,7,5
MG,2009,LIMA DUARTE,2318450,5,59,34
MG,2009,LUZ,9711207,15,251,111
MG,2009,MACHADO,2208871,2,62,32
MG,2009,MANHUACU,34976595,16,943,446
MG,2009,MARIPA DE MINAS,1433089,0,29,16
MG,2009,MARTINS SOARES,4035309,4,98,52
MG,2009,MATEUS LEME,2671979,9,86,39
MG,2009,MATHIAS LOBATO,1543766,2,40,23
MG,2009,MATIAS BARBOSA,4290795,0,121,60
MG,2009,MATIPO,3154438,10,81,40
MG,2009,MEDINA,6302587,8,150,76
MG,2009,MIRADOURO,2178758,1,65,29
MG,2009,MOEMA,2038696,1,42,25
MG,2009,MONSENHOR PAULO,931356,1,26,14
MG,2009,MONTE ALEGRE DE MINAS,18469981,10,418,218
MG,2009,MONTE CARMELO,2966800,6,82,37
MG,2009,MONTES CLAROS,16974269,9,401,210
MG,2009,MURIAE,28431777,14,840,371
MG,2009,MUZAMBINHO,217175,0,7,3
MG,2009,NAQUE,3593383,3,83,41
MG,2009,NEPOMUCENO,3233179,0,55,34
MG,2009,NOVA ERA,13459291,4,320,163
MG,2009,NOVA LIMA,21018934,14,589,257
MG,2009,NOVA PONTE,1055001,1,28,12
MG,2009,NOVA SERRANA,10549095,7,269,131
MG,2009,NOVA UNIAO,10960945,9,326,143
MG,2009,OLARIA,355156,0,6,5
MG,2009,OLIVEIRA,21990819,6,475,283
MG,2009,OLIVEIRA FORTES,8220579,1,144,96
MG,2009,ORIZANIA,1727531,3,43,24
MG,2009,OURO PRETO,9135565,4,233,112
MG,2009,PADRE CARVALHO,1455908,3,41,16
MG,2009,PADRE PARAISO,3633519,14,143,45
MG,2009,PARA DE MINAS,7914155,1,211,96
MG,2009,PARACATU,15903139,16,466,201
MG,2009,PARAOPEBA,9834829,4,290,131
MG,2009,PASSA QUATRO,45509,0,1,1
MG,2009,PATOS DE MINAS,10063500,9,243,125
MG,2009,PATROCINIO,10562332,4,266,125
MG,2009,PATROCINIO DO MURIAE,1037606,2,21,11
MG,2009,PEDRA AZUL,705882,0,17,10
MG,2009,PEDRINOPOLIS,146526,0,3,2
MG,2009,PERDIZES,5334921,7,128,64
MG,2009,PERDOES,15376363,6,340,196
MG,2009,PERIQUITO,5084124,13,149,64
MG,2009,PIEDADE DE CARATINGA,2053637,1,43,23
MG,2009,PIRANGUINHO,4848838,6,129,64
MG,2009,PIRAPORA,3137158,4,76,42
MG,2009,PLANURA,1664082,0,50,25
MG,2009,POCOS DE CALDAS,6426514,1,140,73
MG,2009,POCRANE,229065,0,8,3
MG,2009,PONTO DOS VOLANTES,4510060,4,109,52
MG,2009,POUSO ALEGRE,24282963,13,553,302
MG,2009,POUSO ALTO,7763632,5,204,107
MG,2009,PRATA,12304764,11,314,157
MG,2009,REDUTO,3378398,1,62,37
MG,2009,RESSAQUINHA,3036030,0,91,38
MG,2009,RIBEIRAO DAS NEVES,21425182,8,534,256
MG,2009,RIBEIRAO VERMELHO,2339217,0,45,28
MG,2009,RIO CASCA,5583855,1,129,70
MG,2009,RIO MANSO,3250919,2,66,36
MG,2009,RIO PIRACICABA,149648,0,2,1
MG,2009,ROMARIA,1360976,0,37,18
MG,2009,SABARA,43070236,23,1258,570
MG,2009,SACRAMENTO,1253366,0,27,12
MG,2009,SALINAS,3223904,16,85,37
MG,2009,SANTA BARBARA DO LESTE,2135811,0,38,23
MG,2009,SANTA CRUZ DE SALINAS,643660,0,21,9
MG,2009,SANTA JULIANA,3428835,9,96,44
MG,2009,SANTA MARGARIDA,21973,0,2,1
MG,2009,SANTA RITA DE CALDAS,1850278,3,44,25
MG,2009,SANTA RITA DE MINAS,4575058,1,104,62
MG,2009,SANTA RITA DO SAPUCAI,6413059,3,172,80
MG,2009,SANTANA DO PARAISO,8960442,12,288,110
MG,2009,SANTO ANTONIO DO AMPARO,30060447,6,514,335
MG,2009,SANTO ANTONIO DO GRAMA,2209193,2,39,25
MG,2009,SANTOS DUMONT,16259686,2,296,204
MG,2009,SAO DOMINGOS DO PRATA,7968253,5,191,97
MG,2009,SAO FRANCISCO DO GLORIA,2187857,0,63,33
MG,2009,SAO GONCALO DO ABAETE,3415495,4,119,54
MG,2009,SAO GONCALO DO PARA,1252315,1,27,14
MG,2009,SAO GONCALO DO RIO ABAIXO,24771253,14,703,315
MG,2009,SAO GONCALO DO SAPUCAI,17726090,9,363,223
MG,2009,SAO JOAO DO MANHUACU,3144139,2,87,42
MG,2009,SAO JOAQUIM DE BICAS,6250452,6,155,78
MG,2009,SAO JOSE DO GOIABAL,51242,0,1,1
MG,2009,SAO LOURENCO,3040672,2,56,34
MG,2009,SAO PEDRO DOS FERROS,44208,0,3,1
MG,2009,SAO SEBASTIAO DA BELA VISTA,8390688,2,212,105
MG,2009,SENADOR JOSE BENTO,1914992,1,37,22
MG,2009,SERITINGA,1355720,2,24,16
MG,2009,SETE LAGOAS,20118782,7,539,256
MG,2009,SIMAO PEREIRA,8658361,1,173,106
MG,2009,SOLEDADE DE MINAS,122460,0,2,1
MG,2009,TAPARUBA,240504,0,6,3
MG,2009,TARUMIRIM,1065884,1,22,12
MG,2009,TEOFILO OTONI,25746526,23,742,334
MG,2009,TIMOTEO,2918881,2,84,35
MG,2009,TRES CORACOES,17574468,5,371,229
MG,2009,TRES MARIAS,6684862,2,174,91
MG,2009,UBAPORANGA,3702791,5,98,43
MG,2009,UBERABA,29236762,18,708,404
MG,2009,UBERLANDIA,81518414,37,1989,962
MG,2009,VARGINHA,137069,0,1,1
MG,2009,VARJAO DE MINAS,928972,9,47,12
MG,2009,VARZEA DA PALMA,1187599,1,28,16
MG,2009,VERISSIMO,20211,0,2,1
MG,2009,WENCESLAU BRAZ,50180,2,7,4
MG,2010,ABRE CAMPO,3667182,0,94,41
MG,2010,AGUA BOA,25511,0,2,1
MG,2010,AGUAS VERMELHAS,177777,0,2,1
MG,2010,AIMORES,863105,0,20,9
MG,2010,AIURUOCA,1647356,4,34,20
MG,2010,ALEM PARAIBA,7330996,5,137,79
MG,2010,ALFREDO VASCONCELOS,4432990,7,95,52
MG,2010,ALPERCATA,2137438,3,77,26
MG,2010,ANDRADAS,2119427,2,44,27
MG,2010,ANTONIO DIAS,18593508,26,392,180
MG,2010,ARAGUARI,16570930,16,367,176
MG,2010,ARANTINA,10399,0,2,1
MG,2010,ARAPORA,9281564,3,184,80
MG,2010,ARAUJOS,1946273,0,34,17
MG,2010,ARAXA,7393658,4,156,84
MG,2010,ARGIRITA,1635294,0,37,21
MG,2010,AUGUSTO DE LIMA,5659475,3,103,55
MG,2010,BAEPENDI,3587035,2,57,39
MG,2010,BANDEIRA,124344,0,1,1
MG,2010,BANDEIRA DO SUL,1738324,0,29,17
MG,2010,BARAO DE COCAIS,4106556,3,107,44
MG,2010,BARBACENA,29192053,11,507,290
MG,2010,BELA VISTA DE MINAS,16126219,4,311,161
MG,2010,BELO HORIZONTE,37766957,6,877,400
MG,2010,BELO ORIENTE,5501671,2,170,77
MG,2010,BETIM,192928854,28,4717,2119
MG,2010,BICAS,3720209,1,85,42
MG,2010,BOCAIUVA,12377727,24,314,144
MG,2010,BOM DESPACHO,8603626,9,196,94
MG,2010,BOM JARDIM DE MINAS,1113036,5,24,14
MG,2010,BOM JESUS DO AMPARO,13189469,11,312,147
MG,2010,BOTELHOS,1445579,0,33,15
MG,2010,BRUMADINHO,17907336,7,348,200
MG,2010,BUENOPOLIS,4484755,5,93,47
MG,2010,BURITIZEIRO,9601845,16,230,104
MG,2010,CABO VERDE,2061009,1,39,20
MG,2010,CACHOEIRA DE PAJEU,4307400,14,128,50
MG,2010,CAETANOPOLIS,8488499,2,205,88
MG,2010,CAETE,28975513,25,628,291
MG,2010,CALDAS,5402297,6,104,60
MG,2010,CAMANDUCAIA,19615384,4,310,209
MG,2010,CAMBUI,25007584,9,365,245
MG,2010,CAMBUQUIRA,3388096,1,78,37
MG,2010,CAMPANARIO,4853142,2,112,52
MG,2010,CAMPANHA,16868759,14,336,181
MG,2010,CAMPESTRE,4572424,0,106,43
MG,2010,CAMPO FLORIDO,3884947,2,78,40
MG,2010,CAMPOS ALTOS,13047402,5,214,114
MG,2010,CANAPOLIS,2670455,3,45,28
MG,2010,CAPIM BRANCO,1968830,0,31,18
MG,2010,CARAI,2306514,2,53,23
MG,2010,CARANDAI,11705945,10,290,138
MG,2010,CARATINGA,27786499,8,628,318
MG,2010,CAREACU,9286614,6,272,121
MG,2010,CARMO DA CACHOEIRA,30459723,5,466,321
MG,2010,CARMO DE MINAS,2442991,2,61,26
MG,2010,CARMOPOLIS DE MINAS,18122039,2,316,191
MG,2010,CARVALHOS,331198,0,5,3
MG,2010,CATUJI,5227975,8,102,53
MG,2010,CAXAMBU,6998291,0,130,77
MG,2010,CENTRALINA,4201328,3,60,39
MG,2010,CLARO DOS POCOES,1553461,1,39,20
MG,2010,COMENDADOR GOMES,4228886,5,101,48
MG,2010,CONCEICAO DAS ALAGOAS,89018,1,3,2
MG,2010,CONCEICAO DO PARA,1245075,0,16,10
MG,2010,CONCEICAO DO RIO VERDE,4593374,3,69,47
MG,2010,CONGONHAL,1694111,0,35,19
MG,2010,CONGONHAS,28287001,16,606,278
MG,2010,CONSELHEIRO LAFAIETE,28675126,17,695,327
MG,2010,CONTAGEM,95773238,19,2195,1015
MG,2010,CORACAO DE JESUS,307983,0,5,3
MG,2010,CORINTO,7387484,4,180,84
MG,2010,CORONEL FABRICIANO,2329077,3,59,23
MG,2010,CORREGO DANTA,13912607,2,242,156
MG,2010,CRISTIANO OTONI,7003780,1,124,72
MG,2010,CURRAL DE DENTRO,310167,0,7,3
MG,2010,CURVELO,26648486,13,578,272
MG,2010,DELFIM MOREIRA,572456,0,9,5
MG,2010,DELTA,3140529,2,64,37
MG,2010,DIVINO,2545450,6,49,25
MG,2010,DIVISA ALEGRE,1431421,3,36,16
MG,2010,DOM CAVATI,1978809,5,50,23
MG,2010,ENGENHEIRO CALDAS,6860677,10,142,77
MG,2010,ENGENHEIRO NAVARRO,2850158,2,69,28
MG,2010,ESMERALDAS,17498173,6,351,186
MG,2010,ESTIVA,17202868,3,262,174
MG,2010,ESTRELA DO SUL,210985,0,5,3
MG,2010,EUGENOPOLIS,2566602,3,54,28
MG,2010,EWBANK DA CAMARA,4381632,0,88,44
MG,2010,EXTREMA,16434208,7,273,166
MG,2010,FELIXLANDIA,6774120,3,120,60
MG,2010,FERVEDOURO,3521871,11,83,37
MG,2010,FLORESTAL,2212958,2,42,22
MG,2010,FRANCISCO SA,15418142,23,332,166
MG,2010,FREI INOCENCIO,2465787,3,51,27
MG,2010,FRONTEIRA,4669467,3,101,47
MG,2010,FRUTA DE LEITE,1553924,2,32,14
MG,2010,FRUTAL,14418282,8,327,165
MG,2010,GOVERNADOR VALADARES,41394214,20,936,453
MG,2010,GRAO MOGOL,17217490,15,300,155
MG,2010,GUARARA,1340137,0,24,13
MG,2010,GUIMARANIA,1622796,1,41,18
MG,2010,IBIA,14073273,6,271,146
MG,2010,IBIAI,29543,0,1,1
MG,2010,IGARAPE,16514266,9,372,197
MG,2010,IGARATINGA,5409830,6,135,65
MG,2010,IMBE DE MINAS,8219,0,4,1
MG,2010,INDIANOPOLIS,4046177,4,106,49
MG,2010,INHAPIM,6161794,3,146,74
MG,2010,IPANEMA,1862279,0,37,20
MG,2010,IPATINGA,374116,0,9,5
MG,2010,IPUIUNA,2484577,1,49,26
MG,2010,ITABIRA,164887,1,11,4
MG,2010,ITABIRITO,18316853,5,480,203
MG,2010,ITAGUARA,22353686,8,443,259
MG,2010,ITAJUBA,881517,2,29,9
MG,2010,ITAMBACURI,4511604,8,116,57
MG,2010,ITAMONTE,5245631,4,128,69
MG,2010,ITANHANDU,1756851,1,33,18
MG,2010,ITAOBIM,8726777,4,211,99
MG,2010,ITAPEVA,9838695,2,161,109
MG,2010,ITATIAIUCU,20507618,2,334,209
MG,2010,JAGUARACU,4664677,4,124,62
MG,2010,JAMPRUCA,1501396,1,37,16
MG,2010,JEQUITAI,3889495,4,107,54
MG,2010,JOAO MONLEVADE,32840483,8,660,345
MG,2010,JOAO PINHEIRO,18508844,11,418,197
MG,2010,JOAQUIM FELICIO,5457005,9,126,58
MG,2010,JUATUBA,25058741,12,516,259
MG,2010,JUIZ DE FORA,29730787,9,571,324
MG,2010,LAGOA GRANDE,1664159,1,24,15
MG,2010,LARANJAL,2157571,3,43,22
MG,2010,LAVRAS,24566514,2,374,261
MG,2010,LEOPOLDINA,32302643,18,629,323
MG,2010,LIBERDADE,2767147,3,56,23
MG,2010,LIMA DUARTE,4239234,2,75,43
MG,2010,LUISLANDIA,240373,0,3,2
MG,2010,LUZ,11542405,5,209,123
MG,2010,MACHADO,2294027,3,40,23
MG,2010,MANHUACU,44886537,18,974,469
MG,2010,MANHUMIRIM,251200,1,3,2
MG,2010,MARIPA DE MINAS,1267612,0,18,12
MG,2010,MARTINS SOARES,4586677,2,103,55
MG,2010,MATEUS LEME,2305315,1,49,29
MG,2010,MATHIAS LOBATO,2704056,5,64,28
MG,2010,MATIAS BARBOSA,8040460,3,142,82
MG,2010,MATIPO,3923139,3,89,42
MG,2010,MEDINA,6260521,14,186,67
MG,2010,MIRADOURO,4570052,6,120,54
MG,2010,MOEMA,3660911,3,65,39
MG,2010,MONSENHOR PAULO,325970,0,3,3
MG,2010,MONTE ALEGRE DE MINAS,21841981,10,480,226
MG,2010,MONTE CARMELO,5137339,8,127,52
MG,2010,MONTES CLAROS,26034723,17,634,260
MG,2010,MORRO DA GARCA,181964,0,3,1
MG,2010,MURIAE,34576247,24,811,404
MG,2010,MUZAMBINHO,96595,0,3,1
MG,2010,NAQUE,2511733,2,61,25
MG,2010,NEPOMUCENO,2484956,0,37,32
MG,2010,NOVA ERA,17379498,2,301,156
MG,2010,NOVA LIMA,29153499,20,660,316
MG,2010,NOVA PONTE,1637308,1,21,15
MG,2010,NOVA SERRANA,15410200,7,362,167
MG,2010,NOVA UNIAO,10117368,4,246,116
MG,2010,OLARIA,770153,0,12,8
MG,2010,OLIVEIRA,24479512,5,440,255
MG,2010,OLIVEIRA FORTES,13091398,0,181,129
MG,2010,ORIZANIA,3187161,3,59,34
MG,2010,OURO PRETO,13402743,4,321,161
MG,2010,PADRE CARVALHO,1511843,1,28,14
MG,2010,PADRE PARAISO,3340074,6,88,40
MG,2010,PARA DE MINAS,11530285,2,241,120
MG,2010,PARACATU,20018740,13,641,222
MG,2010,PARAOPEBA,7993741,9,205,107
MG,2010,PATOS DE MINAS,16101804,21,365,174
MG,2010,PATROCINIO,9952802,4,246,112
MG,2010,PATROCINIO DO MURIAE,651717,0,19,10
MG,2010,PEDRA AZUL,552404,2,18,9
MG,2010,PEDRINOPOLIS,401431,1,9,3
MG,2010,PERDIZES,8476559,7,141,81
MG,2010,PERDOES,19209545,7,359,208
MG,2010,PERIQUITO,3850204,8,98,45
MG,2010,PIEDADE DE CARATINGA,3261774,0,69,37
MG,2010,PIRANGUINHO,6242369,5,146,62
MG,2010,PIRAPORA,4229700,4,90,47
MG,2010,PLANURA,3390080,4,108,38
MG,2010,POCOS DE CALDAS,6459924,1,137,66
MG,2010,POCRANE,539976,0,15,6
MG,2010,PONTO DOS VOLANTES,4679129,10,119,46
MG,2010,POUSO ALEGRE,32760898,7,729,362
MG,2010,POUSO ALTO,9302497,5,173,90
MG,2010,PRATA,16398868,24,358,170
MG,2010,RAUL SOARES,152477,0,1,1
MG,2010,REDUTO,3295010,2,78,40
MG,2010,RESSAQUINHA,4747541,3,90,56
MG,2010,RIBEIRAO DAS NEVES,38384990,13,869,387
MG,2010,RIBEIRAO VERMELHO,2093951,1,43,27
MG,2010,RIO CASCA,9572911,10,211,104
MG,2010,RIO MANSO,1533434,0,33,19
MG,2010,ROMARIA,1269493,0,26,12
MG,2010,SABARA,43644296,27,1175,487
MG,2010,SACRAMENTO,1995898,10,60,23
MG,2010,SALINAS,7690332,9,196,79
MG,2010,SANTA BARBARA DO LESTE,2495941,1,47,29
MG,2010,SANTA CRUZ DE SALINAS,308261,1,7,4
MG,2010,SANTA JULIANA,3980148,4,76,33
MG,2010,SANTA MARGARIDA,90626,0,1,1
MG,2010,SANTA RITA DE CALDAS,951127,1,24,14
MG,2010,SANTA RITA DE MINAS,4666096,6,107,49
MG,2010,SANTA RITA DO SAPUCAI,6562246,3,133,69
MG,2010,SANTANA DO PARAISO,6956082,4,176,78
MG,2010,SANTO ANTONIO DO AMPARO,32596235,12,511,335
MG,2010,SANTO ANTONIO DO GRAMA,2735197,3,57,28
MG,2010,SANTOS DUMONT,20960898,9,363,214
MG,2010,SAO DOMINGOS DO PRATA,11365269,4,224,118
MG,2010,SAO FRANCISCO DO GLORIA,1300889,1,34,19
MG,2010,SAO GONCALO DO ABAETE,5965563,6,132,61
MG,2010,SAO GONCALO DO PARA,1778793,2,35,16
MG,2010,SAO GONCALO DO RIO ABAIXO,33965246,25,748,364
MG,2010,SAO GONCALO DO SAPUCAI,22742400,7,425,256
MG,2010,SAO JOAO DO MANHUACU,2143758,1,63,31
MG,2010,SAO JOAO NEPOMUCENO,9563,0,1,1
MG,2010,SAO JOAQUIM DE BICAS,7066993,2,180,87
MG,2010,SAO JOSE DO GOIABAL,168563,0,3,2
MG,2010,SAO LOURENCO,3254771,1,57,35
MG,2010,SAO SEBASTIAO DA BELA VISTA,13068727,3,233,137
MG,2010,SENADOR JOSE BENTO,3109034,0,50,33
MG,2010,SERITINGA,1568703,1,18,13
MG,2010,SETE LAGOAS,35054993,11,712,363
MG,2010,SIMAO PEREIRA,7151808,1,131,74
MG,2010,SOLEDADE DE MINAS,220369,0,3,2
MG,2010,TAPARUBA,112553,0,3,1
MG,2010,TARUMIRIM,1330694,4,30,16
MG,2010,TEOFILO OTONI,42555392,27,949,443
MG,2010,TIMOTEO,3095245,6,88,38
MG,2010,TRES CORACOES,20114631,6,382,215
MG,2010,TRES MARIAS,11621691,11,241,114
MG,2010,UBAPORANGA,5473115,16,160,66
MG,2010,UBERABA,45611242,25,916,488
MG,2010,UBERLANDIA,109654237,30,2473,1194
MG,2010,VARGINHA,221835,0,4,2
MG,2010,VARJAO DE MINAS,1904308,2,51,21
MG,2010,VARZEA DA PALMA,1395148,4,45,16
MG,2010,WENCESLAU BRAZ,291713,0,9,4
MG,2011,ABRE CAMPO,5285456,4,106,55
MG,2011,AGUAS VERMELHAS,282017,0,7,3
MG,2011,AIMORES,1556129,3,34,16
MG,2011,AIURUOCA,2310918,0,42,28
MG,2011,ALEM PARAIBA,10248209,8,166,107
MG,2011,ALFREDO VASCONCELOS,4053088,2,83,42
MG,2011,ALPERCATA,3248480,3,57,31
MG,2011,ANDRADAS,2283956,2,38,25
MG,2011,ANTONIO DIAS,14083627,9,326,165
MG,2011,ARAGUARI,18661233,17,416,195
MG,2011,ARANTINA,223001,0,5,4
MG,2011,ARAPORA,5570309,4,94,48
MG,2011,ARAUJOS,3369251,2,54,27
MG,2011,ARAXA,8759097,7,173,88
MG,2011,ARGIRITA,4494451,2,62,36
MG,2011,ARINOS,60902,0,1,1
MG,2011,AUGUSTO DE LIMA,9630008,13,207,88
MG,2011,BAEPENDI,2329078,3,34,21
MG,2011,BANDEIRA DO SUL,3378809,1,71,32
MG,2011,BARAO DE COCAIS,2095822,7,54,26
MG,2011,BARBACENA,25671686,7,421,248
MG,2011,BELA VISTA DE MINAS,12093326,4,248,141
MG,2011,BELO HORIZONTE,46365747,7,988,458
MG,2011,BELO ORIENTE,5472505,6,149,70
MG,2011,BETIM,210435027,28,4665,2097
MG,2011,BICAS,5452721,3,99,52
MG,2011,BOCAIUVA,10780917,13,263,120
MG,2011,BOM DESPACHO,8505065,2,211,90
MG,2011,BOM JARDIM DE MINAS,2800984,3,44,28
MG,2011,BOM JESUS DO AMPARO,12102094,7,287,133
MG,2011,BOTELHOS,673890,1,17,9
MG,2011,BRUMADINHO,11381049,4,282,143
MG,2011,BUENOPOLIS,3020576,7,75,35
MG,2011,BURITIZEIRO,6972336,17,194,84
MG,2011,CABO VERDE,2206420,1,36,21
MG,2011,CACHOEIRA DE MINAS,21499,0,4,1
MG,2011,CACHOEIRA DE PAJEU,4989212,5,112,52
MG,2011,CAETANOPOLIS,6659671,3,139,76
MG,2011,CAETE,15289561,8,383,170
MG,2011,CALDAS,3940313,5,74,41
MG,2011,CAMANDUCAIA,18676643,5,393,210
MG,2011,CAMBUI,29914379,10,500,326
MG,2011,CAMBUQUIRA,3518511,6,83,43
MG,2011,CAMPANARIO,3365699,5,72,37
MG,2011,CAMPANHA,18633660,9,333,193
MG,2011,CAMPESTRE,4194062,3,82,41
MG,2011,CAMPO FLORIDO,2992350,6,65,33
MG,2011,CAMPOS ALTOS,12704273,5,254,147
MG,2011,CANAPOLIS,3139036,0,41,29
MG,2011,CAPIM BRANCO,183793,0,5,3
MG,2011,CARAI,2404552,1,52,27
MG,2011,CARANDAI,10627521,7,243,121
MG,2011,CARATINGA,26863508,12,550,272
MG,2011,CAREACU,9348276,6,194,101
MG,2011,CARMO DA CACHOEIRA,28587151,3,540,355
MG,2011,CARMO DE MINAS,2089142,3,51,24
MG,2011,CARMOPOLIS DE MINAS,20047270,6,399,215
MG,2011,CARVALHOS,167072,0,2,2
MG,2011,CATUJI,4463544,10,101,51
MG,2011,CAXAMBU,7507389,1,133,78
MG,2011,CENTRALINA,5671664,4,111,64
MG,2011,CLARO DOS POCOES,1452846,1,38,19
MG,2011,COMENDADOR GOMES,7682072,11,153,74
MG,2011,CONCEICAO DAS ALAGOAS,176275,0,4,2
MG,2011,CONCEICAO DO PARA,511016,0,7,5
MG,2011,CONCEICAO DO RIO VERDE,3835701,1,71,42
MG,2011,CONGONHAL,2572262,6,58,29
MG,2011,CONGONHAS,29400607,17,708,303
MG,2011,CONSELHEIRO LAFAIETE,31102916,16,715,327
MG,2011,CONTAGEM,121383657,15,2692,1255
MG,2011,CORINTO,7568162,8,172,81
MG,2011,CORONEL FABRICIANO,2797864,2,37,20
MG,2011,CORREGO DANTA,9702150,13,171,93
MG,2011,CRISTIANO OTONI,6285508,7,112,63
MG,2011,CURRAL DE DENTRO,1490324,1,18,12
MG,2011,CURVELO,26370915,21,619,284
MG,2011,DELFIM MOREIRA,261039,0,6,2
MG,2011,DELTA,2473504,1,56,32
MG,2011,DIVINO,2129521,4,44,22
MG,2011,DIVISA ALEGRE,2981741,8,59,27
MG,2011,DOM CAVATI,1248333,2,31,15
MG,2011,ENGENHEIRO CALDAS,3168539,2,73,38
MG,2011,ENGENHEIRO NAVARRO,2504277,10,73,32
MG,2011,ESMERALDAS,20354445,18,473,216
MG,2011,ESTIVA,20574658,2,343,228
MG,2011,ESTRELA DO SUL,465186,4,14,3
MG,2011,EUGENOPOLIS,3712528,3,67,38
MG,2011,EWBANK DA CAMARA,4699591,0,112,53
MG,2011,EXTREMA,23848328,10,401,244
MG,2011,FELIXLANDIA,4260280,9,145,56
MG,2011,FERVEDOURO,5461751,5,91,49
MG,2011,FLORESTAL,1852267,2,35,23
MG,2011,FRANCISCO SA,15657151,9,358,173
MG,2011,FREI INOCENCIO,3170641,2,57,33
MG,2011,FRONTEIRA,6174145,12,168,62
MG,2011,FRUTA DE LEITE,2304733,4,47,28
MG,2011,FRUTAL,21730145,17,429,213
MG,2011,GOVERNADOR VALADARES,38755246,15,887,423
MG,2011,GRAO MOGOL,15389383,20,362,192
MG,2011,GUARARA,1301770,0,22,12
MG,2011,GUIMARANIA,751875,0,17,10
MG,2011,IBIA,11236215,2,232,118
MG,2011,IGARAPE,16831823,4,368,193
MG,2011,IGARATINGA,5681738,6,113,64
MG,2011,INDIANOPOLIS,4251555,0,88,36
MG,2011,INHAPIM,10138550,6,211,99
MG,2011,IPANEMA,1955947,1,30,20
MG,2011,IPATINGA,294107,0,4,2
MG,2011,IPUIUNA,1401607,0,40,17
MG,2011,ITABIRA,291127,0,3,2
MG,2011,ITABIRITO,19676852,13,472,224
MG,2011,ITAGUARA,20512636,5,435,213
MG,2011,ITAJUBA,1413981,1,30,9
MG,2011,ITAMBACURI,3308347,3,66,35
MG,2011,ITAMONTE,6710477,0,136,70
MG,2011,ITANHANDU,1350487,3,29,13
MG,2011,ITAOBIM,6773198,4,143,71
MG,2011,ITAPEVA,12196589,3,196,131
MG,2011,ITATIAIUCU,23116000,5,481,260
MG,2011,JAGUARACU,4776427,6,113,49
MG,2011,JAMPRUCA,886730,2,29,13
MG,2011,JEQUITAI,4061425,4,160,51
MG,2011,JOAO MONLEVADE,31139272,8,609,328
MG,2011,JOAO PINHEIRO,17468665,13,446,194
MG,2011,JOAQUIM FELICIO,4681314,11,171,50
MG,2011,JUATUBA,18172659,6,331,202
MG,2011,JUIZ DE FORA,39719477,20,680,398
MG,2011,LAGOA GRANDE,1977086,2,58,24
MG,2011,LARANJAL,3848839,5,83,42
MG,2011,LAVRAS,21237929,0,372,238
MG,2011,LEOPOLDINA,20643455,11,454,226
MG,2011,LIBERDADE,1256562,1,23,16
MG,2011,LIMA DUARTE,3708489,1,78,38
MG,2011,LUZ,13894948,13,351,165
MG,2011,MACHADO,3680407,5,73,34
MG,2011,MANHUACU,51466639,20,1078,542
MG,2011,MANHUMIRIM,18240,0,1,1
MG,2011,MARIPA DE MINAS,1444203,0,30,15
MG,2011,MARTINS SOARES,5284773,2,102,50
MG,2011,MATEUS LEME,2117171,0,27,21
MG,2011,MATHIAS LOBATO,2425294,1,61,26
MG,2011,MATIAS BARBOSA,8263167,3,143,82
MG,2011,MATIPO,5305035,5,122,58
MG,2011,MEDINA,3746081,9,74,42
MG,2011,MIRADOURO,4443842,9,117,48
MG,2011,MOEMA,1897078,1,35,21
MG,2011,MONSENHOR PAULO,945751,0,16,9
MG,2011,MONTE ALEGRE DE MINAS,21122429,11,455,240
MG,2011,MONTE CARMELO,4273017,7,98,43
MG,2011,MONTES CLAROS,26591640,22,619,280
MG,2011,MURIAE,35484852,18,768,374
MG,2011,MUZAMBINHO,244400,0,3,2
MG,2011,NAQUE,2944329,1,62,31
MG,2011,NEPOMUCENO,2887492,0,46,34
MG,2011,NOVA ERA,14771221,1,311,154
MG,2011,NOVA LIMA,30456582,14,699,319
MG,2011,NOVA PONTE,1787064,0,32,18
MG,2011,NOVA SERRANA,19199824,11,422,198
MG,2011,NOVA UNIAO,8121900,1,226,99
MG,2011,OLARIA,1759896,6,29,16
MG,2011,OLIVEIRA,20793677,10,355,226
MG,2011,OLIVEIRA FORTES,9890148,2,166,113
MG,2011,ORIZANIA,3781040,7,93,43
MG,2011,OURO PRETO,9461163,7,255,105
MG,2011,PADRE CARVALHO,2150713,0,52,26
MG,2011,PADRE PARAISO,2619156,2,73,36
MG,2011,PARA DE MINAS,9877005,11,194,102
MG,2011,PARACATU,24341172,7,628,248
MG,2011,PARAOPEBA,8200977,3,179,88
MG,2011,PATOS DE MINAS,13463320,8,267,145
MG,2011,PATROCINIO,13481183,12,314,135
MG,2011,PATROCINIO DO MURIAE,546495,0,19,11
MG,2011,PEDRA AZUL,1287608,1,17,12
MG,2011,PEDRINOPOLIS,476486,1,10,4
